arm,init,seed,budget,cv_mse,r2,r2_0,heuristic_r2,seconds
opt-aco,cold,7,250,0.005283,0.870741,0.846885,0.870453,3.78
opt-aco,cold,7,500,0.005217,0.867832,0.846885,0.870453,7.38
opt-aco,cold,7,1000,0.005086,0.867674,0.846885,0.870453,14.98
opt-aco,cold,7,2000,0.004822,0.876819,0.846885,0.870453,30.74
opt-aco,cold,8,125,0.005685,0.873561,0.871015,0.872438,1.94
opt-aco,cold,8,250,0.005614,0.880539,0.871015,0.872438,3.77
opt-aco,cold,8,500,0.005536,0.886581,0.871015,0.872438,7.30
opt-aco,cold,8,1000,0.005249,0.881895,0.871015,0.872438,14.49
opt-aco,cold,8,2000,0.005031,0.882770,0.871015,0.872438,28.50
opt-aco,cold,9,125,0.005457,0.865664,0.859335,0.849755,1.72
opt-aco,cold,9,250,0.005457,0.865664,0.859335,0.849755,3.50
opt-aco,cold,9,500,0.005184,0.870420,0.859335,0.849755,7.06
opt-aco,cold,9,1000,0.005084,0.862524,0.859335,0.849755,13.95
opt-aco,cold,9,2000,0.004727,0.868275,0.859335,0.849755,29.04
opt-gd,cold,0,125,0.006495,0.862517,0.862517,0.858037,1.69
opt-gd,cold,0,250,0.006471,0.863193,0.862517,0.858037,3.36
opt-gd,cold,0,500,0.006332,0.866436,0.862517,0.858037,6.83
opt-gd,cold,0,1000,0.005436,0.864556,0.862517,0.858037,13.71
opt-gd,cold,0,2000,0.004884,0.887186,0.862517,0.858037,27.28
opt-gd,cold,1,125,0.006025,0.819187,0.819187,0.832372,1.72
opt-gd,cold,1,250,0.006023,0.819265,0.819187,0.832372,3.41
opt-gd,cold,1,500,0.005810,0.822742,0.819187,0.832372,6.83
opt-gd,cold,1,1000,0.005394,0.825282,0.819187,0.832372,14.11
opt-gd,cold,1,2000,0.004865,0.810350,0.819187,0.832372,29.37
opt-gd,cold,2,125,0.006439,0.835648,0.835648,0.808888,1.89
opt-gd,cold,2,250,0.006416,0.836134,0.835648,0.808888,3.77
opt-gd,cold,2,500,0.005684,0.858113,0.835648,0.808888,7.63
opt-gd,cold,2,1000,0.005634,0.859225,0.835648,0.808888,15.57
opt-gd,cold,2,2000,0.005480,0.858026,0.835648,0.808888,31.29
opt-gd,cold,3,125,0.006382,0.867659,0.867659,0.858451,2.01
opt-gd,cold,3,250,0.006283,0.866177,0.867659,0.858451,3.94
opt-gd,cold,3,500,0.005853,0.874739,0.867659,0.858451,7.93
opt-gd,cold,3,1000,0.005526,0.879245,0.867659,0.858451,15.86
opt-gd,cold,3,2000,0.005066,0.884577,0.867659,0.858451,31.69
opt-gd,cold,4,125,0.006222,0.845693,0.845693,0.755459,1.96
opt-gd,cold,4,250,0.006188,0.846323,0.845693,0.755459,3.88
opt-gd,cold,4,500,0.005181,0.858071,0.845693,0.755459,7.64
opt-gd,cold,4,1000,0.004860,0.859962,0.845693,0.755459,15.46
opt-gd,cold,4,2000,0.004513,0.877810,0.845693,0.755459,31.03
opt-gd,cold,5,125,0.006533,0.811983,0.811983,0.842144,2.01
opt-gd,cold,5,250,0.006525,0.811973,0.811983,0.842144,4.02
opt-gd,cold,5,500,0.006477,0.811954,0.811983,0.842144,7.97
opt-gd,cold,5,1000,0.006024,0.823422,0.811983,0.842144,15.52
opt-gd,cold,5,2000,0.005276,0.848604,0.811983,0.842144,31.43
opt-gd,cold,6,125,0.005782,0.890228,0.890228,0.862466,2.01
opt-gd,cold,6,250,0.005768,0.890384,0.890228,0.862466,3.96
opt-gd,cold,6,500,0.005700,0.891537,0.890228,0.862466,8.06
opt-gd,cold,6,1000,0.005599,0.896044,0.890228,0.862466,15.79
opt-gd,cold,6,2000,0.005448,0.897942,0.890228,0.862466,32.32
opt-gd,cold,7,125,0.005357,0.846885,0.846885,0.870453,1.95
opt-gd,cold,7,250,0.005324,0.849113,0.846885,0.870453,3.87
opt-gd,cold,7,500,0.005198,0.853455,0.846885,0.870453,7.77
opt-gd,cold,7,1000,0.004826,0.856470,0.846885,0.870453,15.82
opt-gd,cold,7,2000,0.004561,0.855404,0.846885,0.870453,31.34
opt-gd,cold,8,125,0.006406,0.871015,0.871015,0.872438,1.88
opt-gd,cold,8,250,0.006394,0.871225,0.871015,0.872438,3.74
opt-gd,cold,8,500,0.006370,0.871683,0.871015,0.872438,7.65
opt-gd,cold,8,1000,0.006213,0.873249,0.871015,0.872438,15.08
opt-gd,cold,8,2000,0.005634,0.881116,0.871015,0.872438,29.74
opt-gd,cold,9,125,0.006225,0.859335,0.859335,0.849755,1.76
opt-gd,cold,9,250,0.006214,0.859398,0.859335,0.849755,3.57
opt-gd,cold,9,500,0.005881,0.861273,0.859335,0.849755,7.09
opt-gd,cold,9,1000,0.005629,0.863180,0.859335,0.849755,14.28
opt-gd,cold,9,2000,0.005427,0.872443,0.859335,0.849755,29.60
