dataset,config,n_rules,fit_seconds,pooled_rmse,pooled_r2,pooled_rmse_deg,pooled_rmse_deg_theta1,pooled_rmse_deg_theta2,pooled_r2_theta1,pooled_r2_theta2,trained_rmse,trained_r2,trained_rmse_deg,trained_rmse_deg_theta1,trained_rmse_deg_theta2,trained_r2_theta1,trained_r2_theta2,holdout_rmse,holdout_r2,holdout_rmse_deg,holdout_rmse_deg_theta1,holdout_rmse_deg_theta2,holdout_r2_theta1,holdout_r2_theta2,pooled_rmse_deg_theta3,pooled_r2_theta3,trained_rmse_deg_theta3,trained_r2_theta3,holdout_rmse_deg_theta3,holdout_r2_theta3,error
double_friction,nb120_1st_g0_uniform_raw_probability,240,20.93,0.04357152134719315,0.9722811026679955,10.896406669611554,6.5157649279957965,13.96453235959622,0.9869018257454168,0.9576603795905742,0.04801143679672618,0.9670891895981298,11.73499415885442,5.936708338935101,15.497602069840143,0.989058996477447,0.9451193827188127,0.035031938569275306,0.9820865002596899,8.93728103993878,5.4293726584152795,11.413671508754362,0.9907988985917722,0.9733741019276075,,,,,,,
double_friction,nb120_full-2nd_g0_uniform_raw_probability,240,23.8,0.02351590466171772,0.9920017035769461,5.694371058314192,4.578707688003857,6.624738440674252,0.993532062938495,0.9904713442153971,0.01870621987101994,0.9950551346078107,4.414353898589749,3.4661444389748755,5.192194469793347,0.9962704275838417,0.9938398416317797,0.01718228007887835,0.9956947020270083,4.349993567021779,2.8506796957765776,5.451468915654648,0.9974634854434083,0.9939259186106082,,,,,,,
double_friction,nb200_1st_g0_uniform_raw_probability,400,45.14,0.026991816186576253,0.989467468473112,6.525188675029509,5.30903128082064,7.547871312412198,0.9913041804914252,0.9876307564547987,0.018108266760776797,0.9953770661134742,4.237862624402883,3.5599534751015054,4.821378485634009,0.9960658186451168,0.9946883135818315,0.023643732779270673,0.9918636190450616,5.890174635507791,4.4049671307113485,7.069977302008208,0.9939434423097986,0.9897837957803245,,,,,,,
double_friction,nb200_full-2nd_g0_uniform_raw_probability,400,47.43,0.020791046782388977,0.9937645670488032,4.987142437571042,4.275470336778392,5.609236381591705,0.9943604072472095,0.9931687268503969,0.01146901474943968,0.9981614311721784,2.6006826214078056,2.6747987513748446,2.524391378972113,0.9977790030868493,0.9985438592575074,0.01402676677016958,0.9971300752004313,3.5587204918629367,2.285737250869901,4.483791732272593,0.9983692284498917,0.9958909219509707,,,,,,,
double_friction,nb300_1st_g0_uniform_raw_probability,600,84.98,0.02425453039594998,0.991523391676683,5.795055728333631,5.0926391156021715,6.421087807157258,0.991998604246457,0.9910481791069089,0.013428563254717581,0.9974519298760955,3.1681415779192843,2.492853999511686,3.722891490844225,0.9980708792221652,0.9968329805300259,0.01958759396304765,0.9944198137170674,4.850000827773826,3.7866877943876136,5.718916995957316,0.995524314994358,0.993315312439777,,,,,,,
double_friction,nb300_full-2nd_g0_uniform_raw_probability,600,76.28,0.02011249930831638,0.9941769997857508,4.78862215972791,4.298245650256638,5.233248389606999,0.9943001633020173,0.9940538362694843,0.00900471192231433,0.9988583160478969,2.097686000031245,1.8234715292807404,2.3399839083542275,0.9989678003557022,0.9987488317400915,0.01521261533720217,0.9966203029299922,3.8966860447752896,2.264459287049534,5.023997253222586,0.998399448886597,0.9948411569733873,,,,,,,
double_friction,nb300_2nd_g0_uniform_raw_probability,600,73.38,0.02121473082307518,0.9935196094056145,5.055738703519297,4.512962419718599,5.545643143471611,0.9937164744889936,0.9933227443222352,0.010406589125038952,0.9984688794350278,2.4599615326607362,1.9030713529122065,2.9122398441862622,0.9988757164015476,0.9980620424685079,0.015791419042276263,0.9963620832984406,4.010566019818689,2.5504103505585562,5.066032633374209,0.9979696980177981,0.994754468579083,,,,,,,
double_friction,nb300_full-2nd_g0_uniform_raw_probability_l20.0001,600,78.11,0.0266676746126946,0.9897462964412249,6.386062850793365,5.533404108840881,7.137579172018284,0.990553634943407,0.9889389579390427,0.014815587281117155,0.9969138838694067,3.4332493810445963,3.0962419095459444,3.7400118532509294,0.9970239823612357,0.9968037853775777,0.024468659963631036,0.9912970192486072,6.030102849897238,4.857255497352082,7.009375849112427,0.9926358536453186,0.9899581848518959,,,,,,,
double_friction,nb300_full-2nd_g0_uniform_raw_probability_l21e-09,600,73.76,0.015862609337746626,0.9963809267108779,3.7652163056467813,3.4407531732423267,4.063855959238671,0.9963475272318554,0.9964143261899004,0.005502781420624825,0.9995758372534789,1.257954000346209,1.2358865175508558,1.2796409846945664,0.9995258421769225,0.9996258323300353,0.012012875472385644,0.9978900850056835,3.1053691155352015,1.605961461235546,4.087483635742894,0.9991949724329234,0.9965851975784435,,,,,,,
double_friction,nb300_full-2nd_g0_quantile_raw_probability,600,73.2,0.01964708680631389,0.9944292606113416,4.720586041322043,4.003585818582372,5.342206074300687,0.99505486407994,0.9938036571427431,0.007825248945198805,0.9991353520328803,1.8415419347847277,1.4800440910741315,2.14290057716589,0.9993199904090083,0.9989507136567524,0.01270999958515436,0.9976407635617452,3.256268226975195,1.8881399718993908,4.200177731778996,0.9988872210881247,0.9963943060353657,,,,,,,
