source,instance,n,arm,gap_pct,seconds,q_arm_mean,detail
lkh_compare,pcb1173,1173,LKH,0.6679322224565845,0.20063239999581128,,nn5/trials=25
lkh_compare,pcb1173,1173,LKH,0.3480278422273782,0.5439388999948278,,nn5/trials=100
lkh_compare,pcb1173,1173,LKH,0.28826548548126274,4.616205900005298,,nn5/trials=1000
lkh_compare,pcb1173,1173,LKH,0.15819447373971737,4.11857439999585,,nn32/trials=1
lkh_compare,pcb1173,1173,LKH,0.008788581874428741,11.295216400001664,,nn32/trials=25
lkh_compare,pcb1173,1173,LKH,0.0,25.85633759998018,,nn32/trials=100
lkh_compare,pcb1173,1173,LKH,0.0,201.82550449998234,,nn32/trials=1000
benchmark/small,pcb1173,1173,construct_fis,21.503902130352245,0.0009488470000178495,1.1736233946567567,
benchmark/large,pcb1173,1173,construct_fis,21.503902130352245,0.0009450249999645166,1.1736233946567567,
benchmark/small,pcb1173,1173,fis_chain_greedy_handwritten,3.5048864515221823,0.01754868699981671,1.0045630520778273,
benchmark/large,pcb1173,1173,fis_chain_greedy_handwritten,3.5048864515221823,0.017533776000163925,1.0043647180736544,
benchmark/small,pcb1173,1173,fis_construct_lk,3.4099697672783518,0.026042949999919074,1.0086753491775193,
benchmark/large,pcb1173,1173,fis_construct_lk,3.4099697672783518,0.027201384999898437,1.0084547624587679,
benchmark/small,pcb1173,1173,fis_effort_greedy_handwritten,3.3027490684103213,0.017397700999481458,1.0060098374959503,
benchmark/large,pcb1173,1173,fis_effort_greedy_handwritten,3.3027490684103213,0.017427717000373377,1.005887548748728,
benchmark/small,pcb1173,1173,fis_effort_nn,4.719468466568235,0.01174069699982283,1.0140412382046813,
benchmark/large,pcb1173,1173,fis_effort_nn,4.557758560078746,0.013540919999741163,1.017924208543351,
benchmark/small,pcb1173,1173,greedy-edge construction,17.654503269352457,0.0023904599997877085,1.1203724763346603,
benchmark/large,pcb1173,1173,greedy-edge construction,17.654503269352457,0.002368539000144665,1.1203724763346603,
lkh_compare,pcb1173,1173,iterated (control),3.5171904661463826,0.013518900028429925,,0 kicks
lkh_compare,pcb1173,1173,iterated (control),3.060184208676088,0.01993370000855066,,100 kicks
lkh_compare,pcb1173,1173,iterated (control),2.158475708359699,0.041137699998216704,,400 kicks
lkh_compare,pcb1173,1173,iterated (control),1.5063629332770865,0.10625780004193075,,1600 kicks
lkh_compare,pcb1173,1173,iterated (control),0.5695001054629825,0.3472903000074439,,6400 kicks
lkh_compare,pcb1173,1173,iterated (control),0.4622794065949518,1.2083127000078093,,25600 kicks
lkh_compare,pcb1173,1173,iterated (control),0.3357238276031779,4.617986600002041,,102400 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,4.044505378612107,0.010796800022944808,,0 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,3.5945299866413554,0.014367499999934807,,100 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,2.909020600435914,0.024512700038030744,,400 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,1.383322787035084,0.061154100025305524,,1600 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,1.0229909301835056,0.19188110003597103,,6400 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,0.8841313365675315,0.6880095000087749,,25600 kicks
lkh_compare,pcb1173,1173,iterated + CHAIN reopt depth,0.6028967165858117,2.760480400029337,,102400 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,3.5171904661463826,0.013589900045190006,,0 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,3.1656471911692328,0.02291600004537031,,100 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,2.103986500738241,0.046609100041678175,,400 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,1.8122055825072065,0.12627150004846044,,1600 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,0.8981930675666174,0.37621450002188794,,6400 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,0.8085495324474443,1.3232122000481468,,25600 kicks
lkh_compare,pcb1173,1173,iterated + EFFORT-aimed kicks,0.5554383744638965,5.173263200034853,,102400 kicks
lkh_compare,pcb1173,1173,iterated + both,4.044505378612107,0.010966300033032894,,0 kicks
lkh_compare,pcb1173,1173,iterated + both,3.6085917176404414,0.014652600046247244,,100 kicks
lkh_compare,pcb1173,1173,iterated + both,2.8879280039372848,0.024560900026699528,,400 kicks
lkh_compare,pcb1173,1173,iterated + both,2.3289741967236166,0.06369390003965236,,1600 kicks
lkh_compare,pcb1173,1173,iterated + both,1.886029670252408,0.20354390001739375,,6400 kicks
lkh_compare,pcb1173,1173,iterated + both,0.9544399915629614,0.7510429000249133,,25600 kicks
lkh_compare,pcb1173,1173,iterated + both,0.8103072488223301,2.7762183000158984,,102400 kicks
benchmark/small,pcb1173,1173,lk_16_4_8,3.536525346270126,0.01380493699980434,1.003941395819218,
benchmark/large,pcb1173,1173,lk_16_4_8,3.536525346270126,0.01412395999977889,1.0037598898757132,
benchmark/small,pcb1173,1173,lk_24_4_8,4.719468466568235,0.0154025100000581,1.0072554797351712,
benchmark/large,pcb1173,1173,lk_24_4_8,4.719468466568235,0.015609264999966399,1.0069127845632717,
benchmark/small,pcb1173,1173,lk_32_10_12,2.933628629684314,0.021582928999578144,1.0070875108104045,
benchmark/large,pcb1173,1173,lk_32_10_12,2.933628629684314,0.021500844000001962,1.0068941726003224,
benchmark/small,pcb1173,1173,lk_32_4_8,3.5505870772692116,0.014597384999433416,1.0061838313126712,
benchmark/large,pcb1173,1173,lk_32_4_8,3.5505870772692116,0.014549194000210264,1.0061319801967652,
benchmark/small,pcb1173,1173,lk_32_6_8,3.5998031357660127,0.016975338000065676,1.0069138830927027,
benchmark/large,pcb1173,1173,lk_32_6_8,3.5998031357660127,0.01704638499995781,1.006694767203914,
benchmark/small,pcb1173,1173,lk_64_10_32,2.933628629684314,0.031414729000061925,1.0070109860831091,
benchmark/large,pcb1173,1173,lk_64_10_32,2.933628629684314,0.031157390999851486,1.0070117536630354,
benchmark/small,pcb1173,1173,nearest-neighbour construction,23.4584827392252,3.9805000142223435e-05,1.1752690128617187,
benchmark/large,pcb1173,1173,nearest-neighbour construction,23.4584827392252,6.061199974283227e-05,1.1752690128617187,
benchmark/small,rl1323,1323,FIS deferred verification,3.1499006287958133,0.021053738000318845,1.0059237791432494,
benchmark/large,rl1323,1323,FIS deferred verification,4.148794036987554,0.026682547999826056,1.007694386146369,
benchmark/small,rl1323,1323,FIS effort,3.1151114548906547,0.02070201500055191,1.0044825042296526,
benchmark/large,rl1323,1323,FIS effort,2.8604843097124713,0.022378478999598883,1.0052625047581623,
benchmark/small,rl1323,1323,FIS effort+chain,3.3593758674162375,0.01691020300040691,1.007029461345093,
benchmark/large,rl1323,1323,FIS effort+chain,4.538876901839015,0.019783333999384922,1.0080664026511228,
benchmark/small,rl1323,1323,FIS full (fuzzy construction),3.965225629998631,0.01740782200022295,1.0182851645016107,
benchmark/large,rl1323,1323,FIS full (fuzzy construction),3.783877808578122,0.020820856999762327,1.0132779122445035,
lkh_compare,rl1323,1323,FIS local search,3.3593758674162375,0.012799699994502589,,
benchmark/small,rl1323,1323,LK k32/d10/b32,2.7427932745865085,0.029149595000035333,1.0079053264240385,
benchmark/large,rl1323,1323,LK k32/d10/b32,2.7427932745865085,0.029037998000148946,1.0078036414983984,
lkh_compare,rl1323,1323,LK k32/d10/b32,2.7427932745865085,0.018652299972018227,,
benchmark/small,rl1323,1323,LK k32/d2/b4,5.388620979352255,0.01718564000020706,1.003949071971721,
benchmark/large,rl1323,1323,LK k32/d2/b4,5.388620979352255,0.01678813399939827,1.0040697080289724,
lkh_compare,rl1323,1323,LK k32/d2/b4,5.388620979352255,0.012600899994140491,,
benchmark/small,rl1323,1323,LK k32/d3/b8,3.198013316111459,0.01889582599960704,1.0047638345010088,
benchmark/large,rl1323,1323,LK k32/d3/b8,3.198013316111459,0.01855984299982083,1.0050733415359843,
lkh_compare,rl1323,1323,LK k32/d3/b8,3.198013316111459,0.013579399965237826,,
benchmark/small,rl1323,1323,LK k32/d6/b32,2.901195045133402,0.020495523000136018,1.0035207428679007,
benchmark/large,rl1323,1323,LK k32/d6/b32,2.901195045133402,0.02018153600010919,1.003402438675091,
lkh_compare,rl1323,1323,LK k32/d6/b32,2.901195045133402,0.014286699995864183,,
lkh_compare,rl1323,1323,LK k32/d6/b8,3.707637704062561,0.015422699972987175,,
benchmark/small,rl1323,1323,LK k48/d10/b32,2.6225115562973955,0.03327634800052692,1.0056517538491074,
benchmark/large,rl1323,1323,LK k48/d10/b32,2.6225115562973955,0.033504381000511785,1.0055846963209243,
lkh_compare,rl1323,1323,LK k48/d10/b32,2.6225115562973955,0.02076459999079816,,
lkh_compare,rl1323,1323,LKH,8.967094622852047,0.07889809997868724,,nn/trials=1
lkh_compare,rl1323,1323,LKH,6.7528007135481625,0.10815960000036284,,nn/trials=5
lkh_compare,rl1323,1323,LKH,2.2350193746090845,0.24635050000506453,,nn/trials=25
lkh_compare,rl1323,1323,LKH,1.4892727212165848,0.5232683999929577,,nn/trials=100
lkh_compare,rl1323,1323,LKH,0.22205855684143908,2.9072445999772754,,nn/trials=1000
lkh_compare,rl1323,1323,LKH,0.19726201799414506,0.9701297999999952,,alpha/trials=1
lkh_compare,rl1323,1323,LKH,0.04848278491038087,1.0816499999782536,,alpha/trials=25
lkh_compare,rl1323,1323,LKH,0.04848278491038087,1.3067423999891616,,alpha/trials=100
lkh_compare,rl1323,1323,LKH,0.0,4.609494400006952,,runs=1 (elkai default)
lkh_compare,rl1323,1323,LKH,0.0,8.545071100001223,,runs=2
lkh_compare,rl1323,1323,LKH,0.0,18.979919600009453,,runs=5
lkh_compare,rl1323,1323,LKH,8.967094622852047,0.08119540000916459,,nn5/trials=1
lkh_compare,rl1323,1323,LKH,2.2350193746090845,0.2549330000183545,,nn5/trials=25
lkh_compare,rl1323,1323,LKH,1.4892727212165848,0.52281579998089,,nn5/trials=100
lkh_compare,rl1323,1323,LKH,0.22205855684143908,2.9388904999941587,,nn5/trials=1000
lkh_compare,rl1323,1323,LKH,0.11436015677334113,48.62965380001697,,nn32/trials=1
lkh_compare,rl1323,1323,LKH,0.00999263505786476,99.12906040000962,,nn32/trials=25
lkh_compare,rl1323,1323,LKH,0.00999263505786476,113.27618289997918,,nn32/trials=100
lkh_compare,rl1323,1323,LKH,0.005551463921035977,418.153181200003,,nn32/trials=1000
benchmark/small,rl1323,1323,construct_fis,29.23622959374387,0.001007179000225733,1.1736233946567567,
benchmark/large,rl1323,1323,construct_fis,29.23622959374387,0.0009826049999901443,1.1736233946567567,
benchmark/small,rl1323,1323,fis_chain_greedy_handwritten,3.837541959814803,0.022010409000358777,1.0045630520778273,
benchmark/large,rl1323,1323,fis_chain_greedy_handwritten,3.837541959814803,0.021680812999420596,1.0043647180736544,
benchmark/small,rl1323,1323,fis_construct_lk,5.9500590305663605,0.035409477000030165,1.0086753491775193,
benchmark/large,rl1323,1323,fis_construct_lk,5.9500590305663605,0.035722993000035785,1.0084547624587679,
benchmark/small,rl1323,1323,fis_effort_greedy_handwritten,3.1151114548906547,0.022867743000460905,1.0060098374959503,
benchmark/large,rl1323,1323,fis_effort_greedy_handwritten,3.1151114548906547,0.02281701999982033,1.005887548748728,
benchmark/small,rl1323,1323,fis_effort_nn,4.619188079896669,0.01671706200022527,1.0140412382046813,
benchmark/large,rl1323,1323,fis_effort_nn,6.96893770887383,0.017874853999728657,1.017924208543351,
benchmark/small,rl1323,1323,greedy-edge construction,14.63069811509295,0.002886185000079422,1.1203724763346603,
benchmark/large,rl1323,1323,greedy-edge construction,14.63069811509295,0.0028905199997097952,1.1203724763346603,
lkh_compare,rl1323,1323,iterated (control),2.901195045133402,0.014622099988628179,,0 kicks
lkh_compare,rl1323,1323,iterated (control),2.8630749928756214,0.02151259998208843,,100 kicks
lkh_compare,rl1323,1323,iterated (control),1.4552237425008976,0.04795459998422302,,400 kicks
lkh_compare,rl1323,1323,iterated (control),1.0181384831179983,0.14396799996029586,,1600 kicks
lkh_compare,rl1323,1323,iterated (control),0.8871239345815491,0.4921185999701265,,6400 kicks
lkh_compare,rl1323,1323,iterated (control),0.6695065488769388,1.9004675999749452,,25600 kicks
lkh_compare,rl1323,1323,iterated (control),0.5732811742456486,7.566893799987156,,102400 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,3.0088934452014997,0.012786399980541319,,0 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,2.8549328457914354,0.016670099983457476,,100 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,2.636205167302618,0.02995229998487048,,400 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,1.0329423869074275,0.07752479999908246,,1600 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,0.9178420349446149,0.2823278999712784,,6400 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,0.8867538369868134,1.0934199999610428,,25600 kicks
lkh_compare,rl1323,1323,iterated + CHAIN reopt depth,0.525908682119475,3.966465799981961,,102400 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,2.901195045133402,0.015096199960680678,,0 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,2.548492037350249,0.023684499959927052,,100 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,1.2242828433858008,0.05287849996238947,,400 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,1.037753655638992,0.15089829996577464,,1600 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,1.037753655638992,0.544082399981562,,6400 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,0.8108838300659884,2.047452099970542,,25600 kicks
lkh_compare,rl1323,1323,iterated + EFFORT-aimed kicks,0.8108838300659884,8.169206999969902,,102400 kicks
lkh_compare,rl1323,1323,iterated + both,3.0088934452014997,0.012979999970411882,,0 kicks
lkh_compare,rl1323,1323,iterated + both,2.9663322218068906,0.017505899973912165,,100 kicks
lkh_compare,rl1323,1323,iterated + both,2.725398687633929,0.028601699974387884,,400 kicks
lkh_compare,rl1323,1323,iterated + both,1.0248002398232414,0.08255069996812381,,1600 kicks
lkh_compare,rl1323,1323,iterated + both,1.0248002398232414,0.27898569995886646,,6400 kicks
lkh_compare,rl1323,1323,iterated + both,0.8660283716816124,1.048347899952205,,25600 kicks
lkh_compare,rl1323,1323,iterated + both,0.6184330808034079,3.9272406999662053,,102400 kicks
benchmark/small,rl1323,1323,lk_16_4_8,6.577744551238162,0.01474937399962073,1.003941395819218,
benchmark/large,rl1323,1323,lk_16_4_8,6.577744551238162,0.014708927999890875,1.0037598898757132,
benchmark/small,rl1323,1323,lk_24_4_8,3.183949607511501,0.016425522000645287,1.0072554797351712,
benchmark/large,rl1323,1323,lk_24_4_8,3.183949607511501,0.016277086000172858,1.0069127845632717,
benchmark/small,rl1323,1323,lk_32_10_12,2.717256540549743,0.027740517999973235,1.0070875108104045,
benchmark/large,rl1323,1323,lk_32_10_12,2.717256540549743,0.028011162999519,1.0068941726003224,
benchmark/small,rl1323,1323,lk_32_4_8,2.7949770354442465,0.02107104800052184,1.0061838313126712,
benchmark/large,rl1323,1323,lk_32_4_8,2.7949770354442465,0.021037920999333437,1.0061319801967652,
benchmark/small,rl1323,1323,lk_32_6_8,3.707637704062561,0.022565919000044232,1.0069138830927027,
benchmark/large,rl1323,1323,lk_32_6_8,3.707637704062561,0.022635231999629468,1.006694767203914,
benchmark/small,rl1323,1323,lk_64_10_32,2.988538077491034,0.043005457000163005,1.0070109860831091,
benchmark/large,rl1323,1323,lk_64_10_32,2.988538077491034,0.044665277999683894,1.0070117536630354,
benchmark/small,rl1323,1323,nearest-neighbour construction,22.91052150452074,3.801200000452809e-05,1.1752690128617187,
benchmark/large,rl1323,1323,nearest-neighbour construction,22.91052150452074,3.9088999983505346e-05,1.1752690128617187,
benchmark/small,fl1577,1577,FIS deferred verification,8.566677154029394,0.024500450999767054,1.0059237791432494,
benchmark/large,fl1577,1577,FIS deferred verification,8.60712841026563,0.026062660999741638,1.007694386146369,
benchmark/small,fl1577,1577,FIS effort,8.85433053170929,0.02058903899978759,1.0044825042296526,
benchmark/large,fl1577,1577,FIS effort,8.52173131376691,0.022137133999876824,1.0052625047581623,
benchmark/small,fl1577,1577,FIS effort+chain,8.795900939368062,0.018783810999593697,1.007029461345093,
benchmark/large,fl1577,1577,FIS effort+chain,8.926243876129265,0.018806761999712762,1.0080664026511228,
benchmark/small,fl1577,1577,FIS full (fuzzy construction),13.694997527978785,0.019040680999751203,1.0182851645016107,
benchmark/large,fl1577,1577,FIS full (fuzzy construction),11.425232594723358,0.01924862399982885,1.0132779122445035,
lkh_compare,fl1577,1577,FIS local search,8.795900939368062,0.014977100014220923,,
benchmark/small,fl1577,1577,LK k32/d10/b32,8.557687985976898,0.026502498000354535,1.0079053264240385,
benchmark/large,fl1577,1577,LK k32/d10/b32,8.557687985976898,0.0269220359996325,1.0078036414983984,
lkh_compare,fl1577,1577,LK k32/d10/b32,8.557687985976898,0.01902689997223206,,
benchmark/small,fl1577,1577,LK k32/d2/b4,8.921749292103016,0.017416570999557734,1.003949071971721,
benchmark/large,fl1577,1577,LK k32/d2/b4,8.921749292103016,0.01681280799994056,1.0040697080289724,
lkh_compare,fl1577,1577,LK k32/d2/b4,8.921749292103016,0.014127400005236268,,
benchmark/small,fl1577,1577,LK k32/d3/b8,8.557687985976898,0.01778794299934816,1.0047638345010088,
benchmark/large,fl1577,1577,LK k32/d3/b8,8.557687985976898,0.018056422999961796,1.0050733415359843,
lkh_compare,fl1577,1577,LK k32/d3/b8,8.557687985976898,0.014773500006413087,,
benchmark/small,fl1577,1577,LK k32/d6/b32,8.557687985976898,0.022328411999751552,1.0035207428679007,
benchmark/large,fl1577,1577,LK k32/d6/b32,8.557687985976898,0.022658549999960087,1.003402438675091,
lkh_compare,fl1577,1577,LK k32/d6/b32,8.557687985976898,0.016944600007263944,,
lkh_compare,fl1577,1577,LK k32/d6/b8,8.503752977661918,0.015801899979123846,,
benchmark/small,fl1577,1577,LK k48/d10/b32,6.238482628432738,0.03132175099972301,1.0056517538491074,
benchmark/large,fl1577,1577,LK k48/d10/b32,6.238482628432738,0.033368183999755274,1.0055846963209243,
lkh_compare,fl1577,1577,LK k48/d10/b32,6.238482628432738,0.019280800013802946,,
lkh_compare,fl1577,1577,LKH,29.003550721380737,0.32819940001354553,,nn5/trials=1
lkh_compare,fl1577,1577,LKH,23.650501146118927,0.8240547000023071,,nn5/trials=25
lkh_compare,fl1577,1577,LKH,18.283967818778372,3.1781569000158925,,nn5/trials=100
lkh_compare,fl1577,1577,LKH,16.41422086385905,39.86472439998761,,nn5/trials=1000
lkh_compare,fl1577,1577,LKH,3.5866780529462,1.5167978999961633,,alpha/trials=1
lkh_compare,fl1577,1577,LKH,0.08989168052496742,2.603043900016928,,alpha/trials=25
lkh_compare,fl1577,1577,LKH,0.06741876039372556,5.630105899996124,,alpha/trials=100
lkh_compare,fl1577,1577,LKH,0.06292417636747719,94.85507250000956,,runs=1 (elkai default)
lkh_compare,fl1577,1577,LKH,0.06292417636747719,144.85184180000215,,runs=2
lkh_compare,fl1577,1577,LKH,0.05842959234122882,332.745955099992,,runs=5
benchmark/small,fl1577,1577,construct_fis,25.99217942379433,0.0014977350001572631,1.1736233946567567,
benchmark/large,fl1577,1577,construct_fis,25.99217942379433,0.0011126790000162146,1.1736233946567567,
benchmark/small,fl1577,1577,fis_chain_greedy_handwritten,8.899276371971775,0.023501542999383673,1.0045630520778273,
benchmark/large,fl1577,1577,fis_chain_greedy_handwritten,8.899276371971775,0.02334384699952352,1.0043647180736544,
benchmark/small,fl1577,1577,fis_construct_lk,10.67463706233988,0.0338573419999193,1.0086753491775193,
benchmark/large,fl1577,1577,fis_construct_lk,10.67463706233988,0.03392991400005485,1.0084547624587679,
benchmark/small,fl1577,1577,fis_effort_greedy_handwritten,8.899276371971775,0.022137377999570163,1.0060098374959503,
benchmark/large,fl1577,1577,fis_effort_greedy_handwritten,8.899276371971775,0.022210998999980802,1.005887548748728,
benchmark/small,fl1577,1577,fis_effort_nn,13.420827902377635,0.017932543999904738,1.0140412382046813,
benchmark/large,fl1577,1577,fis_effort_nn,13.016315340015282,0.018278821999956563,1.017924208543351,
benchmark/small,fl1577,1577,greedy-edge construction,14.904040631039598,0.0034259469998687564,1.1203724763346603,
benchmark/large,fl1577,1577,greedy-edge construction,14.904040631039598,0.0027682659997481096,1.1203724763346603,
lkh_compare,fl1577,1577,iterated (control),8.557687985976898,0.017116600007284433,,0 kicks
lkh_compare,fl1577,1577,iterated (control),4.7013348914557955,0.1696924999996554,,1600 kicks
lkh_compare,fl1577,1577,iterated (control),4.503573194300867,0.613896199996816,,6400 kicks
lkh_compare,fl1577,1577,iterated (control),4.463121938064632,2.2283420999883674,,25600 kicks
