source,instance,n,arm,gap_pct,seconds,q_arm_mean,detail
benchmark/large,rl5915,5915,construct_fis,20.07603486994501,0.005841424000209372,1.1736233946567567,
benchmark/small,rl5915,5915,fis_chain_greedy_handwritten,3.2935476455714108,0.14197477399966374,1.0045630520778273,
benchmark/large,rl5915,5915,fis_chain_greedy_handwritten,3.2935476455714108,0.13883487600014632,1.0043647180736544,
benchmark/small,rl5915,5915,fis_construct_lk,4.254239386062632,0.23620712299998559,1.0086753491775193,
benchmark/large,rl5915,5915,fis_construct_lk,4.254239386062632,0.23716808600011063,1.0084547624587679,
benchmark/small,rl5915,5915,fis_effort_greedy_handwritten,3.296200024755539,0.16444750799973917,1.0060098374959503,
benchmark/large,rl5915,5915,fis_effort_greedy_handwritten,3.296200024755539,0.16272399700028473,1.005887548748728,
benchmark/small,rl5915,5915,fis_effort_nn,6.159001290824536,0.1071488199995656,1.0140412382046813,
benchmark/large,rl5915,5915,fis_effort_nn,8.10125015472212,0.10917452600006072,1.017924208543351,
benchmark/small,rl5915,5915,greedy-edge construction,11.854189874984527,0.015981788999852142,1.1203724763346603,
benchmark/large,rl5915,5915,greedy-edge construction,11.854189874984527,0.014896897000198805,1.1203724763346603,
lkh_compare,rl5915,5915,iterated (control),3.7204038689371033,0.08793420001165941,,0 kicks
lkh_compare,rl5915,5915,iterated (control),2.4032323660990573,0.3463722000014968,,1600 kicks
lkh_compare,rl5915,5915,iterated (control),1.9525047300762117,1.0177737000049092,,6400 kicks
lkh_compare,rl5915,5915,iterated (control),1.4729545735858398,3.254294900019886,,25600 kicks
lkh_compare,rl5915,5915,iterated (control),1.3435184694003854,11.293401999981143,,102400 kicks
lkh_compare,rl5915,5915,iterated (control),0.795536929959507,40.787372899998445,,409600 kicks
lkh_compare,rl5915,5915,iterated + CHAIN reopt depth,3.307516842607819,0.05802440000115894,,0 kicks
lkh_compare,rl5915,5915,iterated + CHAIN reopt depth,2.213322016515481,0.1680939999932889,,1600 kicks
lkh_compare,rl5915,5915,iterated + CHAIN reopt depth,1.5785192651141406,0.47422470001038164,,6400 kicks
lkh_compare,rl5915,5915,iterated + CHAIN reopt depth,1.256166781603098,1.69057820001035,,25600 kicks
lkh_compare,rl5915,5915,iterated + CHAIN reopt depth,1.1108164023128746,6.106999400013592,,102400 kicks
lkh_compare,rl5915,5915,iterated + CHAIN reopt depth,0.950082223754708,22.592186299996683,,409600 kicks
lkh_compare,rl5915,5915,iterated + EFFORT-aimed kicks,3.7204038689371033,0.09207610000157729,,0 kicks
lkh_compare,rl5915,5915,iterated + EFFORT-aimed kicks,2.360794299153007,0.3360804000112694,,1600 kicks
lkh_compare,rl5915,5915,iterated + EFFORT-aimed kicks,1.3113362686329637,0.8915254000166897,,6400 kicks
lkh_compare,rl5915,5915,iterated + EFFORT-aimed kicks,0.8805898891305501,3.188783500023419,,25600 kicks
lkh_compare,rl5915,5915,iterated + EFFORT-aimed kicks,0.8349689671635457,11.612981000012951,,102400 kicks
lkh_compare,rl5915,5915,iterated + EFFORT-aimed kicks,0.7672448853288066,45.05426170001738,,409600 kicks
lkh_compare,rl5915,5915,iterated + both,3.307516842607819,0.057086800021352246,,0 kicks
lkh_compare,rl5915,5915,iterated + both,2.142768730217672,0.15873320001992397,,1600 kicks
lkh_compare,rl5915,5915,iterated + both,1.5221120011316818,0.46114110003691167,,6400 kicks
lkh_compare,rl5915,5915,iterated + both,1.1896804767209521,1.554139900021255,,25600 kicks
lkh_compare,rl5915,5915,iterated + both,1.0315986773469135,5.830516100017121,,102400 kicks
lkh_compare,rl5915,5915,iterated + both,0.8530051456156172,21.812119900045218,,409600 kicks
benchmark/small,rl5915,5915,lk_16_4_8,3.671600091949145,0.10447728400004053,1.003941395819218,
benchmark/large,rl5915,5915,lk_16_4_8,3.671600091949145,0.10239601200009929,1.0037598898757132,
benchmark/small,rl5915,5915,lk_24_4_8,3.671953742507029,0.11200900400035607,1.0072554797351712,
benchmark/large,rl5915,5915,lk_24_4_8,3.671953742507029,0.11553756199964482,1.0069127845632717,
benchmark/small,rl5915,5915,lk_32_10_12,3.4758545081604866,0.1995146329995805,1.0070875108104045,
benchmark/large,rl5915,5915,lk_32_10_12,3.4758545081604866,0.1972510489999877,1.0068941726003224,
benchmark/small,rl5915,5915,lk_32_4_8,3.6519724859865965,0.1213439419993847,1.0061838313126712,
benchmark/large,rl5915,5915,lk_32_4_8,3.6519724859865965,0.1169481890001407,1.0061319801967652,
benchmark/small,rl5915,5915,lk_32_6_8,3.453220872455926,0.14398808099986127,1.0069138830927027,
benchmark/large,rl5915,5915,lk_32_6_8,3.453220872455926,0.14167459899999812,1.006694767203914,
benchmark/small,rl5915,5915,lk_64_10_32,2.3047406857284316,0.2742182040001353,1.0070109860831091,
benchmark/large,rl5915,5915,lk_64_10_32,2.3047406857284316,0.2728864940004314,1.0070117536630354,
benchmark/small,rl5915,5915,nearest-neighbour construction,25.103884851378353,0.0009060709999175742,1.1752690128617187,
benchmark/large,rl5915,5915,nearest-neighbour construction,25.103884851378353,0.0006869580001875875,1.1752690128617187,
benchmark/small,pla7397,7397,FIS deferred verification,5.125604839195058,0.17391903299994738,1.0059237791432494,
benchmark/large,pla7397,7397,FIS deferred verification,5.477567168147102,0.2001733309998599,1.007694386146369,
benchmark/small,pla7397,7397,FIS effort,5.356147924518957,0.17825123900001927,1.0044825042296526,
benchmark/large,pla7397,7397,FIS effort,5.207472440243487,0.18623280899964811,1.0052625047581623,
benchmark/small,pla7397,7397,FIS effort+chain,5.379775731868754,0.15883262000033938,1.007029461345093,
benchmark/large,pla7397,7397,FIS effort+chain,5.699481976660404,0.17049601600001552,1.0080664026511228,
benchmark/small,pla7397,7397,FIS full (fuzzy construction),5.94106083008236,0.15913350899927536,1.0182851645016107,
benchmark/large,pla7397,7397,FIS full (fuzzy construction),7.156835332066993,0.159611510999639,1.0132779122445035,
benchmark/small,pla7397,7397,LK k32/d10/b32,5.046316693097482,0.21995199699995283,1.0079053264240385,
benchmark/large,pla7397,7397,LK k32/d10/b32,5.046316693097482,0.2211014519998571,1.0078036414983984,
benchmark/small,pla7397,7397,LK k32/d2/b4,6.085196473644333,0.15481037600011405,1.003949071971721,
benchmark/large,pla7397,7397,LK k32/d2/b4,6.085196473644333,0.15475412900013907,1.0040697080289724,
benchmark/small,pla7397,7397,LK k32/d3/b8,5.204286813379186,0.16269441899930825,1.0047638345010088,
benchmark/large,pla7397,7397,LK k32/d3/b8,5.204286813379186,0.16270557799953167,1.0050733415359843,
benchmark/small,pla7397,7397,LK k32/d6/b32,4.990940094394294,0.1817817789997207,1.0035207428679007,
benchmark/large,pla7397,7397,LK k32/d6/b32,4.990940094394294,0.18381102500006818,1.003402438675091,
benchmark/small,pla7397,7397,LK k48/d10/b32,3.630819293360036,0.3059591510000246,1.0056517538491074,
benchmark/large,pla7397,7397,LK k48/d10/b32,3.630819293360036,0.30885328500062315,1.0055846963209243,
benchmark/small,pla7397,7397,construct_fis,21.50398302237144,0.006993374999638036,1.1736233946567567,
benchmark/large,pla7397,7397,construct_fis,21.50398302237144,0.006522661999952106,1.1736233946567567,
benchmark/small,pla7397,7397,fis_chain_greedy_handwritten,5.434683729589203,0.1811662349996368,1.0045630520778273,
benchmark/large,pla7397,7397,fis_chain_greedy_handwritten,5.434683729589203,0.18298019400026533,1.0043647180736544,
benchmark/small,pla7397,7397,fis_construct_lk,4.89402137370765,0.25045636399954674,1.0086753491775193,
benchmark/large,pla7397,7397,fis_construct_lk,4.89402137370765,0.2550000579999505,1.0084547624587679,
benchmark/small,pla7397,7397,fis_effort_greedy_handwritten,5.192941510687025,0.18815297899982397,1.0060098374959503,
benchmark/large,pla7397,7397,fis_effort_greedy_handwritten,5.192941510687025,0.1887468190002437,1.005887548748728,
benchmark/small,pla7397,7397,fis_effort_nn,5.41014451482344,0.15877135799973985,1.0140412382046813,
benchmark/large,pla7397,7397,fis_effort_nn,5.290139672326679,0.17500184099981198,1.017924208543351,
benchmark/small,pla7397,7397,greedy-edge construction,16.671077534632623,0.020842286000060994,1.1203724763346603,
benchmark/large,pla7397,7397,greedy-edge construction,16.671077534632623,0.019397339000079228,1.1203724763346603,
benchmark/small,pla7397,7397,lk_16_4_8,5.748354049795862,0.16513532699946154,1.003941395819218,
benchmark/large,pla7397,7397,lk_16_4_8,5.748354049795862,0.16060754000000088,1.0037598898757132,
benchmark/small,pla7397,7397,lk_24_4_8,6.9405566326213,0.16747034599984545,1.0072554797351712,
benchmark/large,pla7397,7397,lk_24_4_8,6.9405566326213,0.15740223500006323,1.0069127845632717,
benchmark/small,pla7397,7397,lk_32_10_12,5.379702647311812,0.21266949900018517,1.0070875108104045,
benchmark/large,pla7397,7397,lk_32_10_12,5.379702647311812,0.21458580899980007,1.0068941726003224,
benchmark/small,pla7397,7397,lk_32_4_8,5.559989352009963,0.1644629890001852,1.0061838313126712,
benchmark/large,pla7397,7397,lk_32_4_8,5.559989352009963,0.1659394559997054,1.0061319801967652,
benchmark/small,pla7397,7397,lk_32_6_8,5.268162716145428,0.18253485800005365,1.0069138830927027,
benchmark/large,pla7397,7397,lk_32_6_8,5.268162716145428,0.183621170999686,1.006694767203914,
benchmark/small,pla7397,7397,lk_64_10_32,4.105924801665709,0.3281229690001055,1.0070109860831091,
benchmark/large,pla7397,7397,lk_64_10_32,4.105924801665709,0.32682471400039503,1.0070117536630354,
benchmark/small,pla7397,7397,nearest-neighbour construction,20.83580961008615,0.0009517109997432271,1.1752690128617187,
benchmark/large,pla7397,7397,nearest-neighbour construction,20.83580961008615,0.0008545959999537445,1.1752690128617187,
benchmark/small,rl11849,11849,FIS deferred verification,3.6130654790271293,0.316296722000061,1.0059237791432494,
benchmark/large,rl11849,11849,FIS deferred verification,3.176365337792758,0.34175318299958235,1.007694386146369,
benchmark/small,rl11849,11849,FIS effort,4.22511718986925,0.3350926339999205,1.0044825042296526,
benchmark/large,rl11849,11849,FIS effort,3.166184332515965,0.4514843049996671,1.0052625047581623,
benchmark/small,rl11849,11849,FIS effort+chain,4.7251778426666435,0.24282948599966403,1.007029461345093,
benchmark/large,rl11849,11849,FIS effort+chain,3.7226737486028196,0.2635313139999198,1.0080664026511228,
benchmark/small,rl11849,11849,FIS full (fuzzy construction),5.7413288161440414,0.23902351199967597,1.0182851645016107,
benchmark/large,rl11849,11849,FIS full (fuzzy construction),4.831645163805876,0.26703679399952307,1.0132779122445035,
benchmark/small,rl11849,11849,LK k32/d10/b32,3.3255062342411037,0.6854379960004735,1.0079053264240385,
benchmark/large,rl11849,11849,LK k32/d10/b32,3.3255062342411037,0.6707172329997775,1.0078036414983984,
benchmark/small,rl11849,11849,LK k32/d2/b4,3.9760074862881356,0.24511496900049679,1.003949071971721,
benchmark/large,rl11849,11849,LK k32/d2/b4,3.9760074862881356,0.24991815999965183,1.0040697080289724,
benchmark/small,rl11849,11849,LK k32/d3/b8,3.173116080789526,0.2860445629999049,1.0047638345010088,
benchmark/large,rl11849,11849,LK k32/d3/b8,3.173116080789526,0.28366947199992865,1.0050733415359843,
benchmark/small,rl11849,11849,LK k32/d6/b32,3.567467572415108,0.3971697430001768,1.0035207428679007,
benchmark/large,rl11849,11849,LK k32/d6/b32,3.567467572415108,0.40042338299963376,1.003402438675091,
benchmark/small,rl11849,11849,LK k48/d10/b32,2.696450078415402,0.6622637119994579,1.0056517538491074,
benchmark/large,rl11849,11849,LK k48/d10/b32,2.696450078415402,0.6463731240000925,1.0055846963209243,
benchmark/small,rl11849,11849,construct_fis,21.709477432827025,0.017295855999691412,1.1736233946567567,
benchmark/large,rl11849,11849,construct_fis,21.709477432827025,0.017325333999906434,1.1736233946567567,
benchmark/small,rl11849,11849,fis_chain_greedy_handwritten,4.503253589345903,0.30995651900002485,1.0045630520778273,
benchmark/large,rl11849,11849,fis_chain_greedy_handwritten,4.503253589345903,0.3153624379997382,1.0043647180736544,
benchmark/small,rl11849,11849,fis_construct_lk,4.661275788269749,0.7342578829993727,1.0086753491775193,
benchmark/large,rl11849,11849,fis_construct_lk,4.661275788269749,0.7436910609994811,1.0084547624587679,
benchmark/small,rl11849,11849,fis_effort_greedy_handwritten,4.006442193551742,0.36624062600003526,1.0060098374959503,
benchmark/large,rl11849,11849,fis_effort_greedy_handwritten,4.006442193551742,0.36660241799972937,1.005887548748728,
benchmark/small,rl11849,11849,fis_effort_nn,5.477922381748707,0.2422508800000287,1.0140412382046813,
benchmark/large,rl11849,11849,fis_effort_nn,5.7038540520401,0.26357610199966075,1.017924208543351,
benchmark/small,rl11849,11849,greedy-edge construction,14.055202710313575,0.04701638599999569,1.1203724763346603,
benchmark/large,rl11849,11849,greedy-edge construction,14.055202710313575,0.04703802199992424,1.1203724763346603,
benchmark/small,rl11849,11849,lk_16_4_8,4.358336727001759,0.3065274959994895,1.003941395819218,
benchmark/large,rl11849,11849,lk_16_4_8,4.358336727001759,0.3088497140001891,1.0037598898757132,
benchmark/small,rl11849,11849,lk_24_4_8,3.707835474954727,0.27200995600060196,1.0072554797351712,
benchmark/large,rl11849,11849,lk_24_4_8,3.707835474954727,0.2705870489994595,1.0069127845632717,
benchmark/small,rl11849,11849,lk_32_10_12,3.307093777889456,0.6372696909993465,1.0070875108104045,
benchmark/large,rl11849,11849,lk_32_10_12,3.307093777889456,0.6321624520001023,1.0068941726003224,
benchmark/small,rl11849,11849,lk_32_4_8,3.420601155869025,0.3303896789998362,1.0061838313126712,
benchmark/large,rl11849,11849,lk_32_4_8,3.420601155869025,0.3314662279994991,1.0061319801967652,
benchmark/small,rl11849,11849,lk_32_6_8,3.064049354047708,0.38257486000020435,1.0069138830927027,
benchmark/large,rl11849,11849,lk_32_6_8,3.064049354047708,0.3933624139999665,1.006694767203914,
benchmark/small,rl11849,11849,lk_64_10_32,2.4875228531075892,0.6394448020000709,1.0070109860831091,
benchmark/large,rl11849,11849,lk_64_10_32,2.4875228531075892,0.6288611069999206,1.0070117536630354,
benchmark/small,rl11849,11849,nearest-neighbour construction,23.40407326857925,0.0024536259998058085,1.1752690128617187,
benchmark/large,rl11849,11849,nearest-neighbour construction,23.40407326857925,0.002909890999944764,1.1752690128617187,
benchmark/small,usa13509,13509,FIS deferred verification,2.898724351705629,0.3579263270003139,1.0059237791432494,
benchmark/large,usa13509,13509,FIS deferred verification,2.813246092563632,0.39855125500071154,1.007694386146369,
benchmark/small,usa13509,13509,FIS effort,3.4194056015708263,0.4934743400003754,1.0044825042296526,
benchmark/large,usa13509,13509,FIS effort,5.4097013845716475,0.5251395240006786,1.0052625047581623,
benchmark/small,usa13509,13509,FIS effort+chain,3.3511120706001076,0.27313401799983694,1.007029461345093,
benchmark/large,usa13509,13509,FIS effort+chain,3.036117104164124,0.3083566240006803,1.0080664026511228,
benchmark/small,usa13509,13509,FIS full (fuzzy construction),4.280298429769234,0.2545528979994742,1.0182851645016107,
benchmark/large,usa13509,13509,FIS full (fuzzy construction),4.127232244395059,0.27107505100048,1.0132779122445035,
benchmark/small,usa13509,13509,LK k32/d10/b32,4.850497118555458,0.7247080070001175,1.0079053264240385,
benchmark/large,usa13509,13509,LK k32/d10/b32,4.850497118555458,0.7258111430001009,1.0078036414983984,
benchmark/small,usa13509,13509,LK k32/d2/b4,3.5109440546019965,0.32373502500013274,1.003949071971721,
benchmark/large,usa13509,13509,LK k32/d2/b4,3.5109440546019965,0.3252673470001355,1.0040697080289724,
benchmark/small,usa13509,13509,LK k32/d3/b8,4.847244330753672,0.3347889470001064,1.0047638345010088,
benchmark/large,usa13509,13509,LK k32/d3/b8,4.847244330753672,0.3339741160007179,1.0050733415359843,
benchmark/small,usa13509,13509,LK k32/d6/b32,4.888529714391719,0.4879676999998992,1.0035207428679007,
benchmark/large,usa13509,13509,LK k32/d6/b32,4.888529714391719,0.48496621800040884,1.003402438675091,
benchmark/small,usa13509,13509,LK k48/d10/b32,2.9717119056887706,0.7174593509998886,1.0056517538491074,
benchmark/large,usa13509,13509,LK k48/d10/b32,2.9717119056887706,0.7228931919999013,1.0055846963209243,
benchmark/small,usa13509,13509,construct_fis,23.237921060244684,0.027863944999808155,1.1736233946567567,
benchmark/large,usa13509,13509,construct_fis,23.237921060244684,0.02913837100004457,1.1736233946567567,
benchmark/small,usa13509,13509,fis_chain_greedy_handwritten,5.194802205229992,0.34728824500052724,1.0045630520778273,
benchmark/large,usa13509,13509,fis_chain_greedy_handwritten,5.194802205229992,0.33848527900045156,1.0043647180736544,
benchmark/small,usa13509,13509,fis_construct_lk,4.263068662997622,0.8403070919998754,1.0086753491775193,
benchmark/large,usa13509,13509,fis_construct_lk,4.263068662997622,0.8185753240004487,1.0084547624587679,
benchmark/small,usa13509,13509,fis_effort_greedy_handwritten,5.077221432628835,0.4669316100003016,1.0060098374959503,
benchmark/large,usa13509,13509,fis_effort_greedy_handwritten,5.077221432628835,0.4504426970001987,1.005887548748728,
benchmark/small,usa13509,13509,fis_effort_nn,5.468241556425935,0.22460718099955557,1.0140412382046813,
benchmark/large,usa13509,13509,fis_effort_nn,4.078195217210911,0.29174581700044655,1.017924208543351,
benchmark/small,usa13509,13509,greedy-edge construction,17.31040087907341,0.07290892800028814,1.1203724763346603,
benchmark/large,usa13509,13509,greedy-edge construction,17.31040087907341,0.07246744700023555,1.1203724763346603,
benchmark/small,usa13509,13509,lk_16_4_8,5.731502183946752,0.5590556430001925,1.003941395819218,
benchmark/large,usa13509,13509,lk_16_4_8,5.731502183946752,0.5619944779996331,1.0037598898757132,
benchmark/small,usa13509,13509,lk_24_4_8,4.830349851340091,0.4198941780000496,1.0072554797351712,
benchmark/large,usa13509,13509,lk_24_4_8,4.830349851340091,0.4183839679999437,1.0069127845632717,
benchmark/small,usa13509,13509,lk_32_10_12,4.4975346120392485,0.66168338999978,1.0070875108104045,
benchmark/large,usa13509,13509,lk_32_10_12,4.4975346120392485,0.6526377930003946,1.0068941726003224,
benchmark/small,usa13509,13509,lk_32_4_8,3.817321635507712,0.3529209659996013,1.0061838313126712,
benchmark/large,usa13509,13509,lk_32_4_8,3.817321635507712,0.35055334100024993,1.0061319801967652,
benchmark/small,usa13509,13509,lk_32_6_8,2.89818388850164,0.46213941999985764,1.0069138830927027,
benchmark/large,usa13509,13509,lk_32_6_8,2.89818388850164,0.4572260340005414,1.006694767203914,
benchmark/small,usa13509,13509,lk_64_10_32,3.0145085845824164,0.7426215720001892,1.0070109860831091,
benchmark/large,usa13509,13509,lk_64_10_32,3.0145085845824164,0.7226531309997881,1.0070117536630354,
benchmark/small,usa13509,13509,nearest-neighbour construction,25.34567751291244,0.005177509999612084,1.1752690128617187,
benchmark/large,usa13509,13509,nearest-neighbour construction,25.34567751291244,0.004907616999844322,1.1752690128617187,
benchmark/small,brd14051,14051,FIS deferred verification,3.2046188097191006,0.32686472399973354,1.0059237791432494,
benchmark/large,brd14051,14051,FIS deferred verification,2.9180736495627255,0.3512494239998887,1.007694386146369,
benchmark/small,brd14051,14051,FIS effort,3.240197279418814,0.3756805699999859,1.0044825042296526,
benchmark/large,brd14051,14051,FIS effort,3.0329047583540163,0.49228872399953616,1.0052625047581623,
benchmark/small,brd14051,14051,FIS effort+chain,3.5045857877861457,0.2672919470001034,1.007029461345093,
benchmark/large,brd14051,14051,FIS effort+chain,3.1147139341904833,0.2806443569993462,1.0080664026511228,
benchmark/small,brd14051,14051,FIS full (fuzzy construction),4.266646782491984,0.2633760049998273,1.0182851645016107,
benchmark/large,brd14051,14051,FIS full (fuzzy construction),4.032297580877105,0.2777086909995887,1.0132779122445035,
lkh_compare,brd14051,14051,FIS local search,3.5045857877861457,0.12880760000552982,,
benchmark/small,brd14051,14051,LK k32/d10/b32,2.8249731031029963,0.6515916950002065,1.0079053264240385,
benchmark/large,brd14051,14051,LK k32/d10/b32,2.8249731031029963,0.6272851250000713,1.0078036414983984,
lkh_compare,brd14051,14051,LK k32/d10/b32,2.8249731031029963,0.3226032000093255,,
benchmark/small,brd14051,14051,LK k32/d2/b4,3.255962589345633,0.28771362699990277,1.003949071971721,
benchmark/large,brd14051,14051,LK k32/d2/b4,3.255962589345633,0.2667751839999255,1.0040697080289724,
lkh_compare,brd14051,14051,LK k32/d2/b4,3.255962589345633,0.1397323000128381,,
benchmark/small,brd14051,14051,LK k32/d3/b8,3.0680571385962483,0.3493290279998291,1.0047638345010088,
benchmark/large,brd14051,14051,LK k32/d3/b8,3.0680571385962483,0.3291040150002118,1.0050733415359843,
lkh_compare,brd14051,14051,LK k32/d3/b8,3.0680571385962483,0.17360169999301434,,
benchmark/small,brd14051,14051,LK k32/d6/b32,2.826251371475441,0.47124791399983224,1.0035207428679007,
benchmark/large,brd14051,14051,LK k32/d6/b32,2.826251371475441,0.44855770800040773,1.003402438675091,
lkh_compare,brd14051,14051,LK k32/d6/b32,2.826251371475441,0.24071519999415614,,
lkh_compare,brd14051,14051,LK k32/d6/b8,3.2998498034662376,0.2142714000074193,,
benchmark/small,brd14051,14051,LK k48/d10/b32,2.4757927926968266,0.7944370940003864,1.0056517538491074,
benchmark/large,brd14051,14051,LK k48/d10/b32,2.4757927926968266,0.7649775340005363,1.0055846963209243,
lkh_compare,brd14051,14051,LK k48/d10/b32,2.4757927926968266,0.3962916000455152,,
lkh_compare,brd14051,14051,LKH,0.3713369621952129,2.1368707999936305,,nn5/trials=1
lkh_compare,brd14051,14051,LKH,0.1947228820690904,14.453835399996024,,nn5/trials=25
lkh_compare,brd14051,14051,LKH,0.13336600019174025,46.0517921000137,,nn5/trials=100
lkh_compare,brd14051,14051,LKH,0.0490002876103838,380.9508399000042,,nn5/trials=1000
lkh_compare,brd14051,14051,LKH,0.09565708320461881,146.26691069998196,,alpha/trials=1
lkh_compare,brd14051,14051,LKH,0.02940017256623028,151.10167689999798,,alpha/trials=25
lkh_compare,brd14051,14051,LKH,0.01491313101185594,162.835685500002,,alpha/trials=100
benchmark/small,brd14051,14051,construct_fis,22.578693396678634,0.027650074000121094,1.1736233946567567,
benchmark/large,brd14051,14051,construct_fis,22.578693396678634,0.027563874999941618,1.1736233946567567,
benchmark/small,brd14051,14051,fis_chain_greedy_handwritten,3.1995057362293213,0.3363636059993951,1.0045630520778273,
benchmark/large,brd14051,14051,fis_chain_greedy_handwritten,3.1995057362293213,0.31410269099978905,1.0043647180736544,
benchmark/small,brd14051,14051,fis_construct_lk,3.4952118197215505,0.984507739000037,1.0086753491775193,
benchmark/large,brd14051,14051,fis_construct_lk,3.4952118197215505,0.9776550829997177,1.0084547624587679,
benchmark/small,brd14051,14051,fis_effort_greedy_handwritten,3.241262503062518,0.39731500799962305,1.0060098374959503,
benchmark/large,brd14051,14051,fis_effort_greedy_handwritten,3.241262503062518,0.37689012599958005,1.005887548748728,
benchmark/small,brd14051,14051,fis_effort_nn,3.7855917849952596,0.2538824569996905,1.0140412382046813,
benchmark/large,brd14051,14051,fis_effort_nn,3.6620258423255962,0.27407670399998096,1.017924208543351,
benchmark/small,brd14051,14051,greedy-edge construction,13.789107023019483,0.08069023799998831,1.1203724763346603,
benchmark/large,brd14051,14051,greedy-edge construction,13.789107023019483,0.08015283699978681,1.1203724763346603,
lkh_compare,brd14051,14051,iterated (control),2.826251371475441,0.2379320000181906,,0 kicks
lkh_compare,brd14051,14051,iterated (control),2.184560648508154,0.5073454999946989,,1600 kicks
lkh_compare,brd14051,14051,iterated (control),1.6962621302342427,1.1981530000048224,,6400 kicks
lkh_compare,brd14051,14051,iterated (control),1.3138468421445082,3.7336836000031326,,25600 kicks
lkh_compare,brd14051,14051,iterated (control),1.1498024010140928,13.189822400017874,,102400 kicks
lkh_compare,brd14051,14051,iterated (control),0.9184358256015851,50.95044179999968,,409600 kicks
lkh_compare,brd14051,14051,iterated + CHAIN reopt depth,3.386559008063743,0.13088479998987168,,0 kicks
lkh_compare,brd14051,14051,iterated + CHAIN reopt depth,2.6311023999488694,0.24502529998426326,,1600 kicks
lkh_compare,brd14051,14051,iterated + CHAIN reopt depth,1.9502114468932752,0.581803699984448,,6400 kicks
lkh_compare,brd14051,14051,iterated + CHAIN reopt depth,1.5055870980112274,1.8295788000104949,,25600 kicks
lkh_compare,brd14051,14051,iterated + CHAIN reopt depth,1.2358724714253757,6.9447997999959625,,102400 kicks
lkh_compare,brd14051,14051,iterated + CHAIN reopt depth,1.0607497044004388,26.997939099994255,,409600 kicks
lkh_compare,brd14051,14051,iterated + EFFORT-aimed kicks,2.826251371475441,0.24320439997245558,,0 kicks
lkh_compare,brd14051,14051,iterated + EFFORT-aimed kicks,2.1886084983542293,0.5288136000162922,,1600 kicks
lkh_compare,brd14051,14051,iterated + EFFORT-aimed kicks,1.7490972229619608,1.3222117999976035,,6400 kicks
lkh_compare,brd14051,14051,iterated + EFFORT-aimed kicks,1.2859379826794635,3.866143599996576,,25600 kicks
lkh_compare,brd14051,14051,iterated + EFFORT-aimed kicks,1.0763019695985172,13.439515500009293,,102400 kicks
lkh_compare,brd14051,14051,iterated + EFFORT-aimed kicks,0.9318576435122554,48.48267499997746,,409600 kicks
lkh_compare,brd14051,14051,iterated + both,3.386559008063743,0.13129509999998845,,0 kicks
lkh_compare,brd14051,14051,iterated + both,2.6304632657626468,0.25370070000644773,,1600 kicks
lkh_compare,brd14051,14051,iterated + both,2.0467207090128574,0.5716824000119232,,6400 kicks
lkh_compare,brd14051,14051,iterated + both,1.5479829990306464,1.8769702000136022,,25600 kicks
lkh_compare,brd14051,14051,iterated + both,1.2639943756191612,7.001719599997159,,102400 kicks
lkh_compare,brd14051,14051,iterated + both,1.0579801229268084,26.661423800018383,,409600 kicks
benchmark/small,brd14051,14051,lk_16_4_8,3.403602586363007,0.6582007550000526,1.003941395819218,
benchmark/large,brd14051,14051,lk_16_4_8,3.403602586363007,0.6213154839997515,1.0037598898757132,
benchmark/small,brd14051,14051,lk_24_4_8,2.7853467835572077,0.40287812699989445,1.0072554797351712,
benchmark/large,brd14051,14051,lk_24_4_8,2.7853467835572077,0.410077667999758,1.0069127845632717,
benchmark/small,brd14051,14051,lk_32_10_12,3.111731307988112,0.6455716569998913,1.0070875108104045,
benchmark/large,brd14051,14051,lk_32_10_12,3.111731307988112,0.6348621079996519,1.0068941726003224,
benchmark/small,brd14051,14051,lk_32_4_8,3.2299711324392555,0.38437387299973125,1.0061838313126712,
benchmark/large,brd14051,14051,lk_32_4_8,3.2299711324392555,0.35830887199972494,1.0061319801967652,
benchmark/small,brd14051,14051,lk_32_6_8,3.2998498034662376,0.4282138829998985,1.0069138830927027,
benchmark/large,brd14051,14051,lk_32_6_8,3.2998498034662376,0.4047230279998075,1.006694767203914,
benchmark/small,brd14051,14051,lk_64_10_32,2.746146553468901,0.8969209949996184,1.0070109860831091,
benchmark/large,brd14051,14051,lk_64_10_32,2.746146553468901,0.8344093860000612,1.0070117536630354,
benchmark/small,brd14051,14051,nearest-neighbour construction,22.856077633499154,0.0037689820001105545,1.1752690128617187,
benchmark/large,brd14051,14051,nearest-neighbour construction,22.856077633499154,0.003531084999849554,1.1752690128617187,
benchmark/small,d15112,15112,FIS deferred verification,2.6934353155966244,0.3557148740001139,1.0059237791432494,
benchmark/large,d15112,15112,FIS deferred verification,2.56063884700372,0.4085228329995516,1.007694386146369,
benchmark/small,d15112,15112,FIS effort,2.6095237126561583,0.5067288889999872,1.0044825042296526,
benchmark/large,d15112,15112,FIS effort,2.5780568615534833,0.5912111759994332,1.0052625047581623,
benchmark/small,d15112,15112,FIS effort+chain,2.9224122805902293,0.298347988000387,1.007029461345093,
benchmark/large,d15112,15112,FIS effort+chain,2.7593567794218234,0.3266927949998717,1.0080664026511228,
benchmark/small,d15112,15112,FIS full (fuzzy construction),3.7032351737097318,0.27536628100006055,1.0182851645016107,
benchmark/large,d15112,15112,FIS full (fuzzy construction),3.5277200708925904,0.33922099099982006,1.0132779122445035,
