seed,family,condition,detector,auroc,fpr@95tpr,n_pos,n_neg,feat_ms,fit_ms,score_ms_per_1k,n_mfs
5,TriviaQA,raw,IsolationForest · stats,0.6217843294270273,0.9206798866855525,1974,353,0.9840999991865829,104.99849999905564,4.411474004402663,
5,TriviaQA,matched,IsolationForest · stats,0.5944434190146779,0.9376770538243626,353,353,0.9840999991865829,104.99849999905564,7.57223796795278,
5,TriviaQA,raw,OneClassSVM · centroid,0.5099164492510282,0.9575070821529745,1974,353,1151.1484999937238,4.158000010647811,4.548216588314115,
5,TriviaQA,matched,OneClassSVM · centroid,0.5299296198508936,0.943342776203966,353,353,1151.1484999937238,4.158000010647811,4.7310198249596125,
5,TriviaQA,raw,perplexity,0.6667341157426143,0.8186968838526912,1974,353,0.0,0.0,0.19746454937690106,
5,TriviaQA,matched,perplexity,0.6584837371297418,0.8441926345609065,353,353,0.0,0.0,0.3117563774500559,
5,TriviaQA,raw,mean entropy,0.6624475117031322,0.8356940509915014,1974,353,0.0,0.0,0.1421572846553813,
5,TriviaQA,matched,mean entropy,0.6598399794557375,0.8271954674220963,353,353,0.0,0.0,0.21926345611677078,
5,TriviaQA,raw,n_tokens (control),0.5952639267990965,0.9065155807365439,1974,353,0.0,0.0,0.08977224087189735,
5,TriviaQA,matched,n_tokens (control),0.5,0.9546742209631728,353,353,0.0,0.0,0.18668555171115497,
6,FalsePremise,raw,FIS · centroid (PCA-free),0.8901059553389147,0.4192634560906516,716,353,1162.529799999902,914.922399999341,1.5036482706977887,29.0
6,FalsePremise,matched,FIS · centroid (PCA-free),0.9060221442073995,0.39751552795031053,161,161,1162.529799999902,914.922399999341,3.627639761706525,29.0
6,FalsePremise,raw,FIS · PCA (64 comp),0.61000284868723,0.8130311614730878,716,353,99.23999999591615,922.1615999995265,1.0026192680912545,24.0
6,FalsePremise,matched,FIS · PCA (64 comp),0.40982215192315113,0.8757763975155279,161,161,99.23999999591615,922.1615999995265,2.42888195344727,24.0
6,FalsePremise,raw,Mahalanobis · stats,0.8177789735230347,0.6742209631728046,716,353,0.906000001123175,1.6083999944385141,0.5427502420006914,
6,FalsePremise,matched,Mahalanobis · stats,0.7428339956020215,0.8136645962732919,161,161,0.906000001123175,1.6083999944385141,1.3611801398877539,
6,FalsePremise,raw,IsolationForest · stats,0.7663562125120673,0.6487252124645893,716,353,0.906000001123175,86.7491999961203,5.454443405701198,
6,FalsePremise,matched,IsolationForest · stats,0.7246634003317773,0.7329192546583851,161,161,0.906000001123175,86.7491999961203,11.7065217591799,
6,FalsePremise,raw,OneClassSVM · centroid,0.7793493914887557,0.7110481586402266,716,353,1162.529799999902,6.397500008461066,4.775584662848016,
6,FalsePremise,matched,OneClassSVM · centroid,0.7834960070984915,0.6708074534161491,161,161,1162.529799999902,6.397500008461066,6.035714284068563,
6,FalsePremise,raw,perplexity,0.7375884279994303,0.6260623229461756,716,353,0.0,0.0,0.2706267591522287,
