seed,condition,metric,mf,tnorm,sconorm,de_morgan,auroc,fpr95,n_params,n_mfs,train_ms,samples_per_sec
3,length+template,bhattacharyya,gaussian,min/max,min/max,True,0.8517714199136386,1.0,87,43,1046.9240999955218,438422.5599013047
3,length+template,bhattacharyya,gaussian,probability,probability,True,0.8450544178177318,0.6482412060301508,87,43,1046.9240999955218,518972.48376729025
3,length+template,bhattacharyya,gaussian,luk,luk,True,,,87,43,1046.9240999955218,506168.1250677789
3,length+template,bhattacharyya,gaussian,hamacher,hamacher,True,0.8549279058609631,0.6432160804020101,87,43,1046.9240999955218,391154.7887989812
3,length+template,bhattacharyya,gaussian,einstein,einstein,True,0.8401681775712734,0.628140703517588,87,43,1046.9240999955218,490208.1551365008
3,length+template,bhattacharyya,gaussian,hamacher,einstein,False,0.8549026539733846,0.6532663316582915,87,43,1046.9240999955218,468842.02926565165
3,length+template,bhattacharyya,gaussian,probability,einstein,False,0.8440695942021667,0.6381909547738693,87,43,1046.9240999955218,529184.9534496978
3,length+template,bhattacharyya,gaussian,min/max,hamacher,False,0.8536779374258227,0.7236180904522613,87,43,1046.9240999955218,430596.1223724272
3,length+template,bhattacharyya,trapezoid,min/max,min/max,True,0.5431175980404536,0.8994974874371859,61,30,11445.16350000049,477504.49792851263
3,length+template,bhattacharyya,trapezoid,probability,probability,True,0.5432438574783465,0.8994974874371859,61,30,11445.16350000049,469727.3663736516
3,length+template,bhattacharyya,trapezoid,luk,luk,True,,,61,30,11445.16350000049,451656.830845661
3,length+template,bhattacharyya,trapezoid,hamacher,hamacher,True,0.543218605590768,0.8994974874371859,61,30,11445.16350000049,376929.6360102504
3,length+template,bhattacharyya,trapezoid,einstein,einstein,True,0.5432943612535037,0.8994974874371859,61,30,11445.16350000049,437651.1995989598
3,length+template,bhattacharyya,trapezoid,hamacher,einstein,False,0.543218605590768,0.8994974874371859,61,30,11445.16350000049,406495.75943322584
3,length+template,bhattacharyya,trapezoid,probability,einstein,False,0.5432438574783465,0.8994974874371859,61,30,11445.16350000049,467355.56909502635
3,length+template,bhattacharyya,trapezoid,min/max,hamacher,False,0.5431175980404536,0.8994974874371859,61,30,11445.16350000049,398877.5299109527
3,length+template,wasserstein,gaussian,min/max,min/max,True,0.8517714199136386,1.0,87,43,1030.8092000050237,612967.8011130411
3,length+template,wasserstein,gaussian,probability,probability,True,0.8450544178177318,0.6482412060301508,87,43,1030.8092000050237,582893.9749087298
3,length+template,wasserstein,gaussian,luk,luk,True,,,87,43,1030.8092000050237,556254.3631019891
3,length+template,wasserstein,gaussian,hamacher,hamacher,True,0.8549026539733845,0.6432160804020101,87,43,1030.8092000050237,417365.77191047894
3,length+template,wasserstein,gaussian,einstein,einstein,True,0.8401681775712734,0.628140703517588,87,43,1030.8092000050237,497998.0053192786
3,length+template,wasserstein,gaussian,hamacher,einstein,False,0.8549026539733846,0.6532663316582915,87,43,1030.8092000050237,437266.532905778
3,length+template,wasserstein,gaussian,probability,einstein,False,0.8440695942021667,0.6381909547738693,87,43,1030.8092000050237,513151.1103251693
3,length+template,wasserstein,gaussian,min/max,hamacher,False,0.8536779374258227,0.7236180904522613,87,43,1030.8092000050237,426626.6470685277
3,length+template,wasserstein,trapezoid,min/max,min/max,True,0.5431175980404536,0.8994974874371859,61,30,11496.88619999506,497127.1553102867
3,length+template,wasserstein,trapezoid,probability,probability,True,0.5432438574783465,0.8994974874371859,61,30,11496.88619999506,494532.81102410296
3,length+template,wasserstein,trapezoid,luk,luk,True,,,61,30,11496.88619999506,486612.0554571906
3,length+template,wasserstein,trapezoid,hamacher,hamacher,True,0.543218605590768,0.8994974874371859,61,30,11496.88619999506,381518.405605121
3,length+template,wasserstein,trapezoid,einstein,einstein,True,0.5432943612535037,0.8994974874371859,61,30,11496.88619999506,452169.9645347571
3,length+template,wasserstein,trapezoid,hamacher,einstein,False,0.543218605590768,0.8994974874371859,61,30,11496.88619999506,424578.61837355787
3,length+template,wasserstein,trapezoid,probability,einstein,False,0.5432438574783465,0.8994974874371859,61,30,11496.88619999506,475507.76606208936
3,length+template,wasserstein,trapezoid,min/max,hamacher,False,0.5431175980404536,0.8994974874371859,61,30,11496.88619999506,399357.8137487738
3,length+template,-,Mahalanobis,-,-,True,0.8607863437791975,0.6381909547738693,209,0,1.0082999942824244,
3,length+template+entropy,bhattacharyya,gaussian,min/max,min/max,True,0.7932950117665214,1.0,87,43,1046.9240999955218,378467.32362130395
3,length+template+entropy,bhattacharyya,gaussian,probability,probability,True,0.7764746730450215,0.8322981366459627,87,43,1046.9240999955218,441458.73612270184
3,length+template+entropy,bhattacharyya,gaussian,luk,luk,True,,,87,43,1046.9240999955218,405899.4067538753
3,length+template+entropy,bhattacharyya,gaussian,hamacher,hamacher,True,0.7872767254349755,0.8136645962732919,87,43,1046.9240999955218,234659.6705450635
3,length+template+entropy,bhattacharyya,gaussian,einstein,einstein,True,0.7712279618841866,0.8757763975155279,87,43,1046.9240999955218,413244.35528725316
3,length+template+entropy,bhattacharyya,gaussian,hamacher,einstein,False,0.7887620076385942,0.8322981366459627,87,43,1046.9240999955218,407594.94137460634
3,length+template+entropy,bhattacharyya,gaussian,probability,einstein,False,0.7757030978743105,0.8633540372670807,87,43,1046.9240999955218,467615.4484828392
3,length+template+entropy,bhattacharyya,gaussian,min/max,hamacher,False,0.7949731877628178,0.9006211180124224,87,43,1046.9240999955218,378912.6809920892
3,length+template+entropy,bhattacharyya,trapezoid,min/max,min/max,True,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,425138.62954758876
3,length+template+entropy,bhattacharyya,trapezoid,probability,probability,True,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,411606.79778479785
3,length+template+entropy,bhattacharyya,trapezoid,luk,luk,True,,,61,30,11445.16350000049,413509.69204810064
3,length+template+entropy,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,323715.69084996876
3,length+template+entropy,bhattacharyya,trapezoid,einstein,einstein,True,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,371352.7868770892
3,length+template+entropy,bhattacharyya,trapezoid,hamacher,einstein,False,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,350533.42225312913
3,length+template+entropy,bhattacharyya,trapezoid,probability,einstein,False,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,357777.7781387515
3,length+template+entropy,bhattacharyya,trapezoid,min/max,hamacher,False,0.5093167701863355,0.9813664596273292,61,30,11445.16350000049,318056.10086656193
3,length+template+entropy,wasserstein,gaussian,min/max,min/max,True,0.7932950117665214,1.0,87,43,1030.8092000050237,484137.72340815264
3,length+template+entropy,wasserstein,gaussian,probability,probability,True,0.7764746730450215,0.8322981366459627,87,43,1030.8092000050237,399206.5455292551
3,length+template+entropy,wasserstein,gaussian,luk,luk,True,,,87,43,1030.8092000050237,426716.14219492907
3,length+template+entropy,wasserstein,gaussian,hamacher,hamacher,True,0.7867944909532811,0.8136645962732919,87,43,1030.8092000050237,324302.5502358674
3,length+template+entropy,wasserstein,gaussian,einstein,einstein,True,0.7712279618841866,0.8757763975155279,87,43,1030.8092000050237,449972.0473286194
3,length+template+entropy,wasserstein,gaussian,hamacher,einstein,False,0.7887620076385942,0.8322981366459627,87,43,1030.8092000050237,419270.83439189044
3,length+template+entropy,wasserstein,gaussian,probability,einstein,False,0.7757030978743105,0.8633540372670807,87,43,1030.8092000050237,483628.7132188653
3,length+template+entropy,wasserstein,gaussian,min/max,hamacher,False,0.7949731877628178,0.9006211180124224,87,43,1030.8092000050237,257785.6068101146
3,length+template+entropy,wasserstein,trapezoid,min/max,min/max,True,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,413350.45220762456
3,length+template+entropy,wasserstein,trapezoid,probability,probability,True,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,324531.34361816314
3,length+template+entropy,wasserstein,trapezoid,luk,luk,True,,,61,30,11496.88619999506,300457.2183941586
3,length+template+entropy,wasserstein,trapezoid,hamacher,hamacher,True,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,316960.3280902082
3,length+template+entropy,wasserstein,trapezoid,einstein,einstein,True,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,377978.6374841691
3,length+template+entropy,wasserstein,trapezoid,hamacher,einstein,False,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,367412.1430850449
3,length+template+entropy,wasserstein,trapezoid,probability,einstein,False,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,341862.19416574645
3,length+template+entropy,wasserstein,trapezoid,min/max,hamacher,False,0.5093167701863355,0.9813664596273292,61,30,11496.88619999506,340380.54964232823
3,length+template+entropy,-,Mahalanobis,-,-,True,0.7972300451371475,0.6459627329192547,209,0,1.0082999942824244,
4,length+template,bhattacharyya,gaussian,min/max,min/max,True,0.6111711841599385,1.0,87,43,1073.8981000031345,501228.50179394364
4,length+template,bhattacharyya,gaussian,probability,probability,True,0.6041426374471357,1.0,87,43,1073.8981000031345,538898.4265227654
4,length+template,bhattacharyya,gaussian,luk,luk,True,,,87,43,1073.8981000031345,617994.5544777028
4,length+template,bhattacharyya,gaussian,hamacher,hamacher,True,0.6102700884275278,0.9411764705882353,87,43,1073.8981000031345,323938.0704720543
4,length+template,bhattacharyya,gaussian,einstein,einstein,True,0.5984957708573626,1.0,87,43,1073.8981000031345,483813.5872280672
4,length+template,bhattacharyya,gaussian,hamacher,einstein,False,0.6135741061130334,1.0,87,43,1073.8981000031345,497986.08824620326
4,length+template,bhattacharyya,gaussian,probability,einstein,False,0.6044550173010381,1.0,87,43,1073.8981000031345,575377.2382042629
4,length+template,bhattacharyya,gaussian,min/max,hamacher,False,0.6208910034602076,0.9068627450980392,87,43,1073.8981000031345,506329.11715974926
4,length+template,bhattacharyya,trapezoid,min/max,min/max,True,0.5211697424067666,0.8970588235294118,55,27,6693.352000002051,551202.3742679834
4,length+template,bhattacharyya,trapezoid,probability,probability,True,0.5213019031141869,0.8970588235294118,55,27,6693.352000002051,504139.38444675173
4,length+template,bhattacharyya,trapezoid,luk,luk,True,,,55,27,6693.352000002051,496954.92772577796
4,length+template,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5212057862360631,0.8970588235294118,55,27,6693.352000002051,404240.56200652814
4,length+template,bhattacharyya,trapezoid,einstein,einstein,True,0.5213259323337178,0.8970588235294118,55,27,6693.352000002051,473262.9616874118
4,length+template,bhattacharyya,trapezoid,hamacher,einstein,False,0.521229815455594,0.8970588235294118,55,27,6693.352000002051,412162.83879987145
4,length+template,bhattacharyya,trapezoid,probability,einstein,False,0.5212778738946559,0.8970588235294118,55,27,6693.352000002051,444250.87413751497
4,length+template,bhattacharyya,trapezoid,min/max,hamacher,False,0.5212658592848903,0.8970588235294118,55,27,6693.352000002051,420055.5940433661
4,length+template,wasserstein,gaussian,min/max,min/max,True,0.8583717800845829,0.6666666666666666,95,47,1002.2734999947716,579792.5225755894
4,length+template,wasserstein,gaussian,probability,probability,True,0.8519319492502883,0.6568627450980392,95,47,1002.2734999947716,532706.6118910216
4,length+template,wasserstein,gaussian,luk,luk,True,,,95,47,1002.2734999947716,530283.3316548637
4,length+template,wasserstein,gaussian,hamacher,hamacher,True,0.8611711841599384,0.6470588235294118,95,47,1002.2734999947716,396193.43641766155
4,length+template,wasserstein,gaussian,einstein,einstein,True,0.8493848519800077,0.6715686274509803,95,47,1002.2734999947716,493349.458127462
4,length+template,wasserstein,gaussian,hamacher,einstein,False,0.8622885428681277,0.6421568627450981,95,47,1002.2734999947716,445609.43572323216
4,length+template,wasserstein,gaussian,probability,einstein,False,0.8516676278354479,0.6666666666666666,95,47,1002.2734999947716,525637.7206842932
4,length+template,wasserstein,gaussian,min/max,hamacher,False,0.8611831987697038,0.6813725490196079,95,47,1002.2734999947716,419753.0825700215
4,length+template,wasserstein,trapezoid,min/max,min/max,True,0.5421232218377547,0.9019607843137255,59,29,9033.031300001312,492159.2298355479
4,length+template,wasserstein,trapezoid,probability,probability,True,0.5420751633986929,0.9019607843137255,59,29,9033.031300001312,446731.6332744002
4,length+template,wasserstein,trapezoid,luk,luk,True,,,59,29,9033.031300001312,386949.9255717009
4,length+template,wasserstein,trapezoid,hamacher,hamacher,True,0.5420751633986929,0.9019607843137255,59,29,9033.031300001312,327710.8415974244
4,length+template,wasserstein,trapezoid,einstein,einstein,True,0.542051134179162,0.9019607843137255,59,29,9033.031300001312,421661.84176966926
4,length+template,wasserstein,trapezoid,hamacher,einstein,False,0.5420751633986929,0.9019607843137255,59,29,9033.031300001312,409679.6860054689
4,length+template,wasserstein,trapezoid,probability,einstein,False,0.5420751633986929,0.9019607843137255,59,29,9033.031300001312,486467.1527129207
4,length+template,wasserstein,trapezoid,min/max,hamacher,False,0.5421232218377547,0.9019607843137255,59,29,9033.031300001312,425443.17119416356
4,length+template,-,Mahalanobis,-,-,True,0.8369377162629758,0.5931372549019608,209,0,1.0174999915761873,
4,length+template+entropy,bhattacharyya,gaussian,min/max,min/max,True,0.6205586204235947,1.0,87,43,1073.8981000031345,457906.71255911404
4,length+template+entropy,bhattacharyya,gaussian,probability,probability,True,0.6073068168666332,1.0,87,43,1073.8981000031345,486331.3650406691
4,length+template+entropy,bhattacharyya,gaussian,luk,luk,True,,,87,43,1073.8981000031345,494319.91688010516
4,length+template+entropy,bhattacharyya,gaussian,hamacher,hamacher,True,0.615389066779831,0.9316770186335404,87,43,1073.8981000031345,349278.66695350624
4,length+template+entropy,bhattacharyya,gaussian,einstein,einstein,True,0.6007484279155897,1.0,87,43,1073.8981000031345,457256.4661223578
4,length+template+entropy,bhattacharyya,gaussian,hamacher,einstein,False,0.6192276532541182,1.0,87,43,1073.8981000031345,394946.6481054693
4,length+template+entropy,bhattacharyya,gaussian,probability,einstein,False,0.6072682381080977,1.0,87,43,1073.8981000031345,500777.61111076537
4,length+template+entropy,bhattacharyya,gaussian,min/max,hamacher,False,0.6341576328073762,0.8819875776397516,87,43,1073.8981000031345,313778.99056804186
4,length+template+entropy,bhattacharyya,trapezoid,min/max,min/max,True,0.5096254002546198,0.9627329192546584,55,27,6693.352000002051,403761.7532532745
4,length+template+entropy,bhattacharyya,trapezoid,probability,probability,True,0.5095868214960841,0.9627329192546584,55,27,6693.352000002051,449030.8164552188
4,length+template+entropy,bhattacharyya,trapezoid,luk,luk,True,,,55,27,6693.352000002051,425869.59692045214
4,length+template+entropy,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5096254002546198,0.9627329192546584,55,27,6693.352000002051,371309.9645044017
4,length+template+entropy,bhattacharyya,trapezoid,einstein,einstein,True,0.5096254002546198,0.9627329192546584,55,27,6693.352000002051,426377.117255814
4,length+template+entropy,bhattacharyya,trapezoid,hamacher,einstein,False,0.5096254002546198,0.9627329192546584,55,27,6693.352000002051,357698.2890247344
4,length+template+entropy,bhattacharyya,trapezoid,probability,einstein,False,0.5095868214960841,0.9627329192546584,55,27,6693.352000002051,442186.2122180414
4,length+template+entropy,bhattacharyya,trapezoid,min/max,hamacher,False,0.5096254002546198,0.9627329192546584,55,27,6693.352000002051,377005.0350545433
4,length+template+entropy,wasserstein,gaussian,min/max,min/max,True,0.8119671308977277,0.7267080745341615,95,47,1002.2734999947716,512575.6162526965
4,length+template+entropy,wasserstein,gaussian,probability,probability,True,0.7922919640445971,0.7701863354037267,95,47,1002.2734999947716,505732.682277982
4,length+template+entropy,wasserstein,gaussian,luk,luk,True,,,95,47,1002.2734999947716,448218.2635974117
4,length+template+entropy,wasserstein,gaussian,hamacher,hamacher,True,0.8083021488368505,0.7888198757763976,95,47,1002.2734999947716,315810.11927264003
4,length+template+entropy,wasserstein,gaussian,einstein,einstein,True,0.7871995679179044,0.782608695652174,95,47,1002.2734999947716,395431.65843032673
4,length+template+entropy,wasserstein,gaussian,hamacher,einstein,False,0.809035145249026,0.782608695652174,95,47,1002.2734999947716,380524.7000531948
4,length+template+entropy,wasserstein,gaussian,probability,einstein,False,0.7925234365958105,0.7701863354037267,95,47,1002.2734999947716,419981.7384376474
4,length+template+entropy,wasserstein,gaussian,min/max,hamacher,False,0.8204351683962811,0.7267080745341615,95,47,1002.2734999947716,338983.0505957331
4,length+template+entropy,wasserstein,trapezoid,min/max,min/max,True,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,407182.60141858726
4,length+template+entropy,wasserstein,trapezoid,probability,probability,True,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,385674.92526029085
4,length+template+entropy,wasserstein,trapezoid,luk,luk,True,,,59,29,9033.031300001312,380210.177302466
4,length+template+entropy,wasserstein,trapezoid,hamacher,hamacher,True,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,303458.6739801732
4,length+template+entropy,wasserstein,trapezoid,einstein,einstein,True,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,363103.2925561145
4,length+template+entropy,wasserstein,trapezoid,hamacher,einstein,False,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,343833.422120869
4,length+template+entropy,wasserstein,trapezoid,probability,einstein,False,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,396502.89413944865
4,length+template+entropy,wasserstein,trapezoid,min/max,hamacher,False,0.5093167701863355,0.9813664596273292,59,29,9033.031300001312,312560.6675375686
4,length+template+entropy,-,Mahalanobis,-,-,True,0.774970101462135,0.6583850931677019,209,0,1.0174999915761873,
5,length+template,bhattacharyya,gaussian,min/max,min/max,True,0.8263125,1.0,77,38,1103.4687999926973,564095.3315728067
5,length+template,bhattacharyya,gaussian,probability,probability,True,0.8220125,0.745,77,38,1103.4687999926973,406173.8405416563
5,length+template,bhattacharyya,gaussian,luk,luk,True,,,77,38,1103.4687999926973,497698.1411426764
5,length+template,bhattacharyya,gaussian,hamacher,hamacher,True,0.8354874999999999,0.765,77,38,1103.4687999926973,400160.0637069921
5,length+template,bhattacharyya,gaussian,einstein,einstein,True,0.8160749999999999,0.73,77,38,1103.4687999926973,507549.8090940479
5,length+template,bhattacharyya,gaussian,hamacher,einstein,False,0.8359000000000001,0.78,77,38,1103.4687999926973,479846.4475206895
5,length+template,bhattacharyya,gaussian,probability,einstein,False,0.821075,0.745,77,38,1103.4687999926973,568666.4763594476
5,length+template,bhattacharyya,gaussian,min/max,hamacher,False,0.8268249999999999,0.82,77,38,1103.4687999926973,306067.7945148866
5,length+template,bhattacharyya,trapezoid,min/max,min/max,True,0.5637,0.835,53,26,13957.50569998927,333778.37083902076
5,length+template,bhattacharyya,trapezoid,probability,probability,True,0.564325,0.835,53,26,13957.50569998927,332198.3221488271
5,length+template,bhattacharyya,trapezoid,luk,luk,True,,,53,26,13957.50569998927,479156.6857326158
5,length+template,bhattacharyya,trapezoid,hamacher,hamacher,True,0.56425,0.835,53,26,13957.50569998927,403714.1736287012
5,length+template,bhattacharyya,trapezoid,einstein,einstein,True,0.5643,0.835,53,26,13957.50569998927,472645.6352499075
5,length+template,bhattacharyya,trapezoid,hamacher,einstein,False,0.564225,0.835,53,26,13957.50569998927,439319.0524317089
5,length+template,bhattacharyya,trapezoid,probability,einstein,False,0.564325,0.835,53,26,13957.50569998927,500500.49874540715
5,length+template,bhattacharyya,trapezoid,min/max,hamacher,False,0.56375,0.835,53,26,13957.50569998927,436109.90012550313
5,length+template,wasserstein,gaussian,min/max,min/max,True,0.8263125,1.0,77,38,1011.9840999977896,595947.5538397555
5,length+template,wasserstein,gaussian,probability,probability,True,0.8220125,0.745,77,38,1011.9840999977896,380264.281460351
5,length+template,wasserstein,gaussian,luk,luk,True,,,77,38,1011.9840999977896,550206.3228251293
5,length+template,wasserstein,gaussian,hamacher,hamacher,True,0.8358625,0.765,77,38,1011.9840999977896,402293.0688450916
5,length+template,wasserstein,gaussian,einstein,einstein,True,0.8160749999999999,0.73,77,38,1011.9840999977896,527843.7528809067
5,length+template,wasserstein,gaussian,hamacher,einstein,False,0.8359000000000001,0.78,77,38,1011.9840999977896,504540.86925777764
5,length+template,wasserstein,gaussian,probability,einstein,False,0.821075,0.745,77,38,1011.9840999977896,614344.9588497715
5,length+template,wasserstein,gaussian,min/max,hamacher,False,0.8268249999999999,0.82,77,38,1011.9840999977896,483734.4324625443
5,length+template,wasserstein,trapezoid,min/max,min/max,True,0.5637,0.835,53,26,13612.029099997017,497574.3192929467
5,length+template,wasserstein,trapezoid,probability,probability,True,0.564325,0.835,53,26,13612.029099997017,491279.783472077
5,length+template,wasserstein,trapezoid,luk,luk,True,,,53,26,13612.029099997017,453617.60474812926
5,length+template,wasserstein,trapezoid,hamacher,hamacher,True,0.56425,0.835,53,26,13612.029099997017,387146.73059293575
5,length+template,wasserstein,trapezoid,einstein,einstein,True,0.5643,0.835,53,26,13612.029099997017,394205.1840470223
5,length+template,wasserstein,trapezoid,hamacher,einstein,False,0.564225,0.835,53,26,13612.029099997017,405720.6560190456
5,length+template,wasserstein,trapezoid,probability,einstein,False,0.564325,0.835,53,26,13612.029099997017,513412.91545148555
5,length+template,wasserstein,trapezoid,min/max,hamacher,False,0.56375,0.835,53,26,13612.029099997017,442331.0834814071
5,length+template,-,Mahalanobis,-,-,True,0.8497250000000001,0.585,209,0,0.9883000020636246,
5,length+template+entropy,bhattacharyya,gaussian,min/max,min/max,True,0.7591176470588236,1.0,77,38,1103.4687999926973,403800.4709538936
5,length+template+entropy,bhattacharyya,gaussian,probability,probability,True,0.7501038062283737,0.8470588235294118,77,38,1103.4687999926973,450629.5490210139
5,length+template+entropy,bhattacharyya,gaussian,luk,luk,True,,,77,38,1103.4687999926973,473867.6011823578
5,length+template+entropy,bhattacharyya,gaussian,hamacher,hamacher,True,0.7608823529411763,0.8529411764705882,77,38,1103.4687999926973,356431.4910010691
5,length+template+entropy,bhattacharyya,gaussian,einstein,einstein,True,0.7453633217993079,0.8294117647058824,77,38,1103.4687999926973,452308.0986806851
5,length+template+entropy,bhattacharyya,gaussian,hamacher,einstein,False,0.7584083044982699,0.8529411764705882,77,38,1103.4687999926973,436961.8288591166
5,length+template+entropy,bhattacharyya,gaussian,probability,einstein,False,0.7488062283737025,0.8470588235294118,77,38,1103.4687999926973,506027.6763225268
5,length+template+entropy,bhattacharyya,gaussian,min/max,hamacher,False,0.7472491349480969,0.9352941176470588,77,38,1103.4687999926973,396039.6024691371
5,length+template+entropy,bhattacharyya,trapezoid,min/max,min/max,True,0.5293771626297578,0.9294117647058824,53,26,13957.50569998927,423359.48021740426
5,length+template+entropy,bhattacharyya,trapezoid,probability,probability,True,0.5293771626297578,0.9294117647058824,53,26,13957.50569998927,386056.5405800317
5,length+template+entropy,bhattacharyya,trapezoid,luk,luk,True,,,53,26,13957.50569998927,386627.24483628746
5,length+template+entropy,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5293771626297578,0.9294117647058824,53,26,13957.50569998927,300539.2028087036
5,length+template+entropy,bhattacharyya,trapezoid,einstein,einstein,True,0.5293771626297578,0.9294117647058824,53,26,13957.50569998927,319338.7803570658
5,length+template+entropy,bhattacharyya,trapezoid,hamacher,einstein,False,0.5293771626297578,0.9294117647058824,53,26,13957.50569998927,390984.360426843
5,length+template+entropy,bhattacharyya,trapezoid,probability,einstein,False,0.5293771626297578,0.9294117647058824,53,26,13957.50569998927,477461.03449793
5,length+template+entropy,bhattacharyya,trapezoid,min/max,hamacher,False,0.5294117647058824,0.9294117647058824,53,26,13957.50569998927,407967.361982575
5,length+template+entropy,wasserstein,gaussian,min/max,min/max,True,0.7591176470588236,1.0,77,38,1011.9840999977896,599858.8631149228
5,length+template+entropy,wasserstein,gaussian,probability,probability,True,0.7501038062283737,0.8470588235294118,77,38,1011.9840999977896,542351.2517627571
5,length+template+entropy,wasserstein,gaussian,luk,luk,True,,,77,38,1011.9840999977896,567612.6818127566
5,length+template+entropy,wasserstein,gaussian,hamacher,hamacher,True,0.7615570934256055,0.8529411764705882,77,38,1011.9840999977896,432404.9309624242
5,length+template+entropy,wasserstein,gaussian,einstein,einstein,True,0.7453633217993079,0.8294117647058824,77,38,1011.9840999977896,528689.1677211771
5,length+template+entropy,wasserstein,gaussian,hamacher,einstein,False,0.7584083044982699,0.8529411764705882,77,38,1011.9840999977896,507993.42353100126
5,length+template+entropy,wasserstein,gaussian,probability,einstein,False,0.7488062283737025,0.8470588235294118,77,38,1011.9840999977896,411223.9915360937
5,length+template+entropy,wasserstein,gaussian,min/max,hamacher,False,0.7472491349480969,0.9352941176470588,77,38,1011.9840999977896,441329.1786250423
5,length+template+entropy,wasserstein,trapezoid,min/max,min/max,True,0.5293771626297578,0.9294117647058824,53,26,13612.029099997017,506329.1208172616
5,length+template+entropy,wasserstein,trapezoid,probability,probability,True,0.5293771626297578,0.9294117647058824,53,26,13612.029099997017,468706.91490674386
5,length+template+entropy,wasserstein,trapezoid,luk,luk,True,,,53,26,13612.029099997017,448844.88989924756
5,length+template+entropy,wasserstein,trapezoid,hamacher,hamacher,True,0.5293771626297578,0.9294117647058824,53,26,13612.029099997017,386100.38746399595
5,length+template+entropy,wasserstein,trapezoid,einstein,einstein,True,0.5293771626297578,0.9294117647058824,53,26,13612.029099997017,451167.72534758627
5,length+template+entropy,wasserstein,trapezoid,hamacher,einstein,False,0.5293771626297578,0.9294117647058824,53,26,13612.029099997017,424045.90017190063
5,length+template+entropy,wasserstein,trapezoid,probability,einstein,False,0.5293771626297578,0.9294117647058824,53,26,13612.029099997017,453152.0671872954
5,length+template+entropy,wasserstein,trapezoid,min/max,hamacher,False,0.5294117647058824,0.9294117647058824,53,26,13612.029099997017,365866.7799059238
5,length+template+entropy,-,Mahalanobis,-,-,True,0.8089965397923876,0.7,209,0,0.9883000020636246,
6,length+template,bhattacharyya,gaussian,min/max,min/max,True,0.8958093041138023,0.4264705882352941,85,42,1039.6364999905927,451127.8178070615
6,length+template,bhattacharyya,gaussian,probability,probability,True,0.8831939638600538,0.5441176470588235,85,42,1039.6364999905927,482383.54572175496
6,length+template,bhattacharyya,gaussian,luk,luk,True,,,85,42,1039.6364999905927,612980.7788193022
6,length+template,bhattacharyya,gaussian,hamacher,hamacher,True,0.8895857362552864,0.553921568627451,85,42,1039.6364999905927,426555.1522123194
6,length+template,bhattacharyya,gaussian,einstein,einstein,True,0.8775470972702807,0.5735294117647058,85,42,1039.6364999905927,505263.1621225195
6,length+template,bhattacharyya,gaussian,hamacher,einstein,False,0.889850057670127,0.5147058823529411,85,42,1039.6364999905927,547577.5076154502
6,length+template,bhattacharyya,gaussian,probability,einstein,False,0.8824730872741253,0.5490196078431373,85,42,1039.6364999905927,424292.8441621086
6,length+template,bhattacharyya,gaussian,min/max,hamacher,False,0.8949682814302192,0.4117647058823529,85,42,1039.6364999905927,377707.8307138337
6,length+template,bhattacharyya,trapezoid,min/max,min/max,True,0.5660803537101115,0.8480392156862745,55,27,8868.562500007101,567218.1358073438
6,length+template,bhattacharyya,trapezoid,probability,probability,True,0.5664167627835448,0.8480392156862745,55,27,8868.562500007101,539611.1558989327
6,length+template,bhattacharyya,trapezoid,luk,luk,True,,,55,27,8868.562500007101,530559.1638346192
6,length+template,bhattacharyya,trapezoid,hamacher,hamacher,True,0.5662725874663591,0.8480392156862745,55,27,8868.562500007101,427448.9296877673
6,length+template,bhattacharyya,trapezoid,einstein,einstein,True,0.5664047481737793,0.8480392156862745,55,27,8868.562500007101,404962.7780538862
6,length+template,bhattacharyya,trapezoid,hamacher,einstein,False,0.5662605728565936,0.8480392156862745,55,27,8868.562500007101,481984.6431186709
6,length+template,bhattacharyya,trapezoid,probability,einstein,False,0.5664167627835448,0.8480392156862745,55,27,8868.562500007101,553821.099662744
6,length+template,bhattacharyya,trapezoid,min/max,hamacher,False,0.5661043829296425,0.8480392156862745,55,27,8868.562500007101,465169.3082950579
