family,feature,auroc,auroc_entmatch,rho_entropy,entmatch_std
geom,N27_ratio,0.6079507878205243,0.6726579068511033,0.25831581963913264,0.10410023662822214
geom,N28_norm,0.743044671266232,0.7982103257244422,0.3498205323588076,0.05677391564745157
geom,N28_ratio,0.6068365028310096,0.6970163950253497,0.19164272550726183,0.06840857138063214
geom,N29_norm,0.8573153310824211,0.8807429733118447,0.5861089877294103,0.04592917380696174
geom,N29_ratio,0.6039494948634392,0.6046043765574451,0.23631615980092163,0.08025727238733395
geom,N30_norm,0.6996065090836184,0.781594302502298,0.34091937820819407,0.06264733889941645
geom,N30_ratio,0.7581931395759534,0.6455542261573385,0.42664782318536765,0.060164942283675096
geom,N31_norm,0.6713152092616794,0.73361264537141,0.27634172567740994,0.08755919310969648
geom,N31_ratio,0.5597442074752249,0.572053668462396,0.14597309561861205,0.03941962882635803
geom,N32_norm,0.5318032188785203,0.6108121234629134,0.12800360899159863,0.06435016917490324
geom,N32_ratio,0.5698566339914415,0.5886797309421505,0.033257193527939086,0.06721692291758638
stats,ent_first,0.6427382114621897,0.6846985980840881,0.2666441324269212,0.0666221742936165
stats,ent_max,0.9383583621411175,0.809567896946457,0.7690792469976878,0.059041902089025176
stats,ent_mean,0.9683902233986775,0.6211230017880223,0.9999999999999998,0.037162216166271925
stats,ent_min,0.6844738519930752,0.5669992588055062,0.4007018952407111,0.08574237709881814
stats,ent_std,0.9628876786739796,0.8464549361048515,0.824790658251978,0.05528137429232682
stats,logp_mean,0.9427838509861779,0.55748661063799,0.9658732617099692,0.039582240898862815
stats,logp_min,0.9145368823309856,0.6826255875073084,0.7797797604094989,0.06334825229170789
stats,logp_std,0.9275763900357348,0.6930406981216898,0.811629325560092,0.05643703384013527
stats,margin_first,0.5289713126642539,0.6203155550130482,0.04018582926874195,0.034964759526384025
stats,margin_mean,0.8628601610757518,0.6059112501016185,0.9083922344720625,0.029686132174091093
stats,margin_min,0.7888842630584212,0.5958597812892416,0.6070587097247924,0.03708527640424852
stats,margin_std,0.7628869710413512,0.5692159840499607,0.5478646858827813,0.03882969167447443
stats,maxp_first,0.5452304906798238,0.6232677162697078,0.1153857178789115,0.07366134479198333
stats,maxp_max,0.6827843731181243,0.569910494073485,0.397143456347232,0.08366223115580512
stats,maxp_mean,0.914810164317048,0.5272669878370191,0.9626861862929674,0.0236859849452996
stats,maxp_min,0.9145368823309856,0.6826255875073084,0.7797797604094989,0.06334825229170789
stats,maxp_std,0.9045595458105902,0.6750161298421213,0.7799792743583609,0.06078736176673972
stats,n_tokens,0.5,0.5,0.042164775655784026,0.0
stats,perplexity,0.9427838509861778,0.55748661063799,0.9658732617099692,0.039582240898862815
