seed,condition,detector,whitened,auroc,fpr95,n_neg,n_pos,train_ms,n_params,structure,samples_per_sec
4,length+template,Mahalanobis · stats,False,0.6829910645401113,0.8333333333333334,534,534,1.1741000053007156,209,19f full cov,1271277.2378397884
4,length+template,OneClassSVM · stats,False,0.5564918851435705,0.9625468164794008,534,534,3.1221000099321827,1621,81SV,254770.99278854707
4,length+template,IsolationForest · stats,False,0.6493042404859094,0.8389513108614233,534,534,89.71069999097381,11054,100 trees,181404.35476542028
4,length+template,mean entropy,False,0.7195990966348244,0.7172284644194756,534,534,0.0,0,threshold,3426371.494849943
4,length+template,perplexity,False,0.7149525172186452,0.700374531835206,534,534,0.0,0,threshold,5092990.081661991
4,length+template,n_tokens (control),False,,1.0,534,534,0.0,0,threshold,5920177.19408818
4,length+template+entropy,FIS · stats,True,0.6727918797175554,0.8513513513513513,444,444,3383.39430000633,307,4R/153MF/19ant,362671.02477403404
4,length+template+entropy,Mahalanobis · stats,False,0.654872778183589,0.8423423423423423,444,444,1.1741000053007156,209,19f full cov,1810397.5180149444
4,length+template+entropy,OneClassSVM · stats,False,0.543736303871439,0.963963963963964,444,444,3.1221000099321827,1621,81SV,254959.9466632052
4,length+template+entropy,IsolationForest · stats,False,0.5902016881746612,0.8445945945945946,444,444,89.71069999097381,11054,100 trees,179462.82402848967
4,length+template+entropy,mean entropy,False,0.5483524064605146,0.7905405405405406,444,444,0.0,0,threshold,3967828.3907583244
4,length+template+entropy,perplexity,False,0.5480125395665937,0.8085585585585585,444,444,0.0,0,threshold,5525824.473438725
4,length+template+entropy,n_tokens (control),False,,1.0,444,444,0.0,0,threshold,5769980.76306389
5,length+template,FIS · stats,True,0.6877414166487252,0.8736654804270463,562,562,2001.0693000076571,173,3R/86MF/19ant,375342.2828369937
5,length+template,Mahalanobis · stats,False,0.682343182077228,0.8380782918149466,562,562,1.0123000101884827,209,19f full cov,1225201.656032443
5,length+template,OneClassSVM · stats,False,0.5490242018211522,0.9715302491103203,562,562,2.098400000249967,1681,84SV,147365.38484178772
5,length+template,IsolationForest · stats,False,0.6614942819873102,0.8754448398576512,562,562,109.93030000827275,11164,100 trees,118606.68801562401
5,length+template,mean entropy,False,0.7247707729132103,0.6957295373665481,562,562,0.0,0,threshold,2007142.8556908136
5,length+template,perplexity,False,0.7134249819531161,0.7064056939501779,562,562,0.0,0,threshold,2892434.342956283
5,length+template,n_tokens (control),False,,1.0,562,562,0.0,0,threshold,4631231.974692739
5,length+template+entropy,FIS · stats,True,0.6689649356898032,0.8663697104677061,449,449,2001.0693000076571,173,3R/86MF/19ant,433627.8923902836
5,length+template+entropy,Mahalanobis · stats,False,0.6713508365533901,0.8351893095768375,449,449,1.0123000101884827,209,19f full cov,1531116.7985579981
5,length+template+entropy,OneClassSVM · stats,False,0.5637025609992015,0.9688195991091314,449,449,2.098400000249967,1681,84SV,233537.9173551427
5,length+template+entropy,IsolationForest · stats,False,0.6033452215018775,0.8775055679287305,449,449,109.93030000827275,11164,100 trees,157356.13647346466
5,length+template+entropy,mean entropy,False,0.5391193496064007,0.844097995545657,449,449,0.0,0,threshold,2759680.4834405775
5,length+template+entropy,perplexity,False,0.5350915918075804,0.8485523385300668,449,449,0.0,0,threshold,3653376.5953189484
5,length+template+entropy,n_tokens (control),False,,1.0,449,449,0.0,0,threshold,4184529.5577097726
6,length+template,FIS · stats,False,0.6722704081632653,1.0,560,560,1109.2493000032846,83,2R/41MF/12ant,673319.7042845075
6,length+template,Mahalanobis · stats,False,0.6833928571428571,0.8642857142857143,560,560,1.3029000110691413,209,19f full cov,1709923.6740782422
6,length+template,OneClassSVM · stats,False,0.5416900510204081,0.9714285714285714,560,560,3.2801000052131712,1641,82SV,219457.2349317249
6,length+template,IsolationForest · stats,False,0.6303380102040816,0.8642857142857143,560,560,90.8110000018496,10790,100 trees,162999.18484818298
6,length+template,mean entropy,False,0.731345663265306,0.6946428571428571,560,560,0.0,0,threshold,3753351.180447064
6,length+template,perplexity,False,0.7228635204081633,0.7089285714285715,560,560,0.0,0,threshold,4105571.9030422093
6,length+template,n_tokens (control),False,0.5,0.9982142857142857,560,560,0.0,0,threshold,5029187.072954558
6,length+template+entropy,FIS · stats,False,0.6552151813976138,1.0,444,444,1109.2493000032846,83,2R/41MF/12ant,566109.9027644112
6,length+template+entropy,Mahalanobis · stats,False,0.6530922814706598,0.8738738738738738,444,444,1.3029000110691413,209,19f full cov,1528925.6232160374
6,length+template+entropy,OneClassSVM · stats,False,0.5491691015339664,0.9481981981981982,444,444,3.2801000052131712,1641,82SV,220604.67599049918
6,length+template+entropy,IsolationForest · stats,False,0.5785295430565701,0.8693693693693694,444,444,90.8110000018496,10790,100 trees,153050.67219055563
6,length+template+entropy,mean entropy,False,0.5482408083759435,0.8063063063063063,444,444,0.0,0,threshold,2349206.367855327
6,length+template+entropy,perplexity,False,0.5421840759678598,0.8198198198198198,444,444,0.0,0,threshold,3731092.542636532
6,length+template+entropy,n_tokens (control),False,,1.0,444,444,0.0,0,threshold,4442220.916376648
7,length+template,FIS · stats,True,0.6846380165289256,0.8381818181818181,550,550,1437.7997999981744,163,4R/81MF/12ant,606762.6473100481
7,length+template,Mahalanobis · stats,False,0.6860793388429751,0.8527272727272728,550,550,1.0151999886147678,209,19f full cov,1884529.7509909738
7,length+template,OneClassSVM · stats,False,0.5551570247933885,0.9709090909090909,550,550,2.173799992306158,1741,87SV,242493.7167180317
7,length+template,IsolationForest · stats,False,0.6666115702479338,0.82,550,550,100.24079999129754,11056,100 trees,183284.4577352174
7,length+template,mean entropy,False,0.7475371900826446,0.7127272727272728,550,550,0.0,0,threshold,3687562.84005772
7,length+template,perplexity,False,0.7379603305785124,0.7,550,550,0.0,0,threshold,4526749.200758472
7,length+template,n_tokens (control),False,,1.0,550,550,0.0,0,threshold,5768222.432750615
7,length+template+entropy,FIS · stats,True,0.6328884965089551,0.8607888631090487,431,431,1437.7997999981744,163,4R/81MF/12ant,530200.5132394771
7,length+template+entropy,Mahalanobis · stats,False,0.6453615129117521,0.8259860788863109,431,431,1.0151999886147678,209,19f full cov,1604317.8792183457
7,length+template+entropy,OneClassSVM · stats,False,0.5491949332744763,0.9559164733178654,431,431,2.173799992306158,1741,87SV,239191.96429023476
7,length+template+entropy,IsolationForest · stats,False,0.5887619037365216,0.8468677494199536,431,431,100.24079999129754,11056,100 trees,168471.25028039084
7,length+template+entropy,mean entropy,False,0.541841398355952,0.8213457076566125,431,431,0.0,0,threshold,3276320.8502362873
7,length+template+entropy,perplexity,False,0.532953633970532,0.8190255220417634,431,431,0.0,0,threshold,5137068.025472617
7,length+template+entropy,n_tokens (control),False,,1.0,431,431,0.0,0,threshold,5350713.698386047
