variant,family,tnorm,sconorm,matched,nonfinite,auroc,auprc,fpr@95tpr
hidden,FalsePremise,minimum,yager3,False,0.0,0.7014377957491256,0.8262889276916174,1.0
hidden,FalsePremise,minimum,dombi2,False,0.0,0.7058117176001392,0.8316658522850915,0.6345609065155807
hidden,FalsePremise,minimum,ss2,False,0.0,,,
hidden,FalsePremise,yager2,drastic,False,0.0,,,
hidden,FalsePremise,yager2,lukasiewicz,False,0.0,,,
hidden,FalsePremise,yager2,nilpotent,False,0.0,,,
hidden,FalsePremise,yager2,einstein,False,0.0,0.7340671340623863,0.7969452091805463,0.5864022662889519
hidden,FalsePremise,yager2,product,False,0.0,0.7326783990377768,0.7960990786665805,0.5977337110481586
hidden,FalsePremise,yager2,hamacher,False,0.0,0.7295092344944372,0.7940516002522932,0.6062322946175638
hidden,FalsePremise,yager2,minimum,False,0.0,0.7202628705271653,0.7886056475668581,0.6373937677053825
hidden,FalsePremise,yager2,yager2,True,0.0,0.7250660737176952,0.7908152444797854,0.6090651558073654
hidden,FalsePremise,yager2,yager3,False,0.0,0.7244646841913684,0.7906686344648974,0.6203966005665722
hidden,FalsePremise,yager2,dombi2,False,0.0,0.7241343156028931,0.7907078156868251,0.623229461756374
hidden,FalsePremise,yager2,ss2,False,0.0,,,
hidden,FalsePremise,yager3,drastic,False,0.0,,,
hidden,FalsePremise,yager3,lukasiewicz,False,0.0,,,
hidden,FalsePremise,yager3,nilpotent,False,0.0,,,
hidden,FalsePremise,yager3,einstein,False,0.0,0.744759602449871,0.8086191526373929,0.5892351274787535
hidden,FalsePremise,yager3,product,False,0.0,0.7442076692990647,0.8092050371993704,0.6005665722379604
hidden,FalsePremise,yager3,hamacher,False,0.0,0.7398673777834047,0.8066597741616565,0.6260623229461756
hidden,FalsePremise,yager3,minimum,False,0.0,0.7312698814629591,0.8046277929532375,0.6685552407932012
hidden,FalsePremise,yager3,yager2,False,0.0,0.742945542595787,0.8076095095017832,0.5920679886685553
hidden,FalsePremise,yager3,yager3,True,0.0,0.7409257442195388,0.8063857042454614,0.603399433427762
hidden,FalsePremise,yager3,dombi2,False,0.0,0.7357090857296595,0.8052784748628723,0.660056657223796
hidden,FalsePremise,yager3,ss2,False,0.0,,,
hidden,FalsePremise,dombi2,drastic,False,0.0,,,
hidden,FalsePremise,dombi2,lukasiewicz,False,0.0,,,
hidden,FalsePremise,dombi2,nilpotent,False,0.0,,,
hidden,FalsePremise,dombi2,einstein,False,0.0,0.7335646572871002,0.8424668410272528,0.5920679886685553
hidden,FalsePremise,dombi2,product,False,0.0,0.733220440913479,0.8424623705316971,0.5949008498583569
hidden,FalsePremise,dombi2,hamacher,False,0.0,0.7307555351575482,0.8419954085573123,0.6147308781869688
hidden,FalsePremise,dombi2,minimum,False,0.0,0.7235625999018785,0.8427028476732361,0.6458923512747875
hidden,FalsePremise,dombi2,yager2,False,0.0,0.6975604159083356,0.8220001565735735,1.0
hidden,FalsePremise,dombi2,yager3,False,0.0,0.7316615759570797,0.8416687532993191,0.5920679886685553
hidden,FalsePremise,dombi2,dombi2,True,0.0,0.7270443287385063,0.8411345870252247,0.6317280453257791
hidden,FalsePremise,dombi2,ss2,False,0.0,,,
hidden,FalsePremise,ss2,drastic,False,0.0,,,
hidden,FalsePremise,ss2,lukasiewicz,False,0.0,,,
hidden,FalsePremise,ss2,nilpotent,False,0.0,,,
hidden,FalsePremise,ss2,einstein,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,product,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,hamacher,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,minimum,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,yager2,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,yager3,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,dombi2,False,0.0,0.5028328611898016,0.6710402999062793,0.9943342776203966
hidden,FalsePremise,ss2,ss2,True,0.0,,,
