arm,init,seed,eval,seconds,best_cv_mse
scipy-lbfgsb,kmeans,9,1011,14.5801,0.005790
scipy-lbfgsb,kmeans,9,1072,15.3874,0.005688
scipy-lbfgsb,kmeans,9,1116,15.9769,0.005688
none,fcm,0,0,0.0000,0.006542
none,fcm,1,0,0.0000,0.006131
none,fcm,2,0,0.0000,0.006340
none,fcm,3,0,0.0000,0.006088
none,fcm,4,0,0.0000,0.006669
none,fcm,5,0,0.0000,0.006009
none,fcm,6,0,0.0000,0.008529
none,fcm,7,0,0.0000,0.006890
none,fcm,8,0,0.0000,0.006381
none,fcm,9,0,0.0000,0.007663
opt-ga,fcm,0,0,0.0000,0.006542
opt-ga,fcm,0,1,0.0597,0.005616
opt-ga,fcm,0,57,0.8807,0.005496
opt-ga,fcm,0,115,1.8170,0.005456
opt-ga,fcm,0,165,2.5894,0.005335
opt-ga,fcm,0,225,3.4961,0.005261
opt-ga,fcm,0,294,4.5373,0.005259
opt-ga,fcm,0,300,4.6282,0.005242
opt-ga,fcm,0,370,5.6812,0.005225
opt-ga,fcm,0,455,6.9525,0.005209
opt-ga,fcm,0,457,6.9832,0.005171
opt-ga,fcm,0,551,8.4569,0.005161
opt-ga,fcm,0,582,8.9327,0.005139
opt-ga,fcm,0,663,10.1626,0.005000
opt-ga,fcm,0,919,14.1495,0.004913
opt-ga,fcm,0,923,14.2078,0.004903
opt-ga,fcm,0,1013,15.5485,0.004826
opt-ga,fcm,0,1115,17.0892,0.004819
opt-ga,fcm,0,1127,17.2809,0.004816
opt-ga,fcm,0,1133,17.3694,0.004813
opt-ga,fcm,0,1138,17.4453,0.004792
opt-ga,fcm,0,1214,18.6732,0.004787
opt-ga,fcm,0,1304,19.9454,0.004781
opt-ga,fcm,0,1325,20.2385,0.004776
opt-ga,fcm,0,1363,20.7699,0.004752
opt-ga,fcm,0,1388,21.1069,0.004732
opt-ga,fcm,0,1398,21.2453,0.004694
opt-ga,fcm,0,1469,22.2095,0.004680
opt-ga,fcm,0,1485,22.4396,0.004677
opt-ga,fcm,0,1600,24.0292,0.004675
opt-ga,fcm,0,1682,25.1427,0.004642
opt-ga,fcm,0,1863,27.7657,0.004633
opt-ga,fcm,0,1878,27.9701,0.004618
opt-ga,fcm,0,1885,28.0634,0.004604
opt-ga,fcm,0,1941,28.8428,0.004593
opt-ga,fcm,0,1986,29.4525,0.004590
opt-ga,fcm,0,1990,29.5096,0.004588
opt-ga,fcm,1,0,0.0000,0.006131
opt-ga,fcm,1,3,0.0849,0.005951
opt-ga,fcm,1,4,0.0993,0.005660
opt-ga,fcm,1,18,0.2905,0.005623
opt-ga,fcm,1,26,0.3994,0.005226
opt-ga,fcm,1,243,3.3088,0.005170
opt-ga,fcm,1,336,4.5462,0.005133
opt-ga,fcm,1,347,4.7026,0.004958
opt-ga,fcm,1,528,7.3206,0.004888
opt-ga,fcm,1,608,8.4347,0.004823
opt-ga,fcm,1,656,9.2174,0.004818
opt-ga,fcm,1,728,10.2640,0.004761
opt-ga,fcm,1,771,10.8907,0.004683
opt-ga,fcm,1,835,11.7764,0.004636
opt-ga,fcm,1,908,12.8155,0.004524
opt-ga,fcm,1,1210,17.1164,0.004512
opt-ga,fcm,1,1254,17.7229,0.004426
opt-ga,fcm,1,1598,22.5028,0.004375
opt-ga,fcm,1,1769,24.9183,0.004372
opt-ga,fcm,1,1867,26.3323,0.004348
opt-ga,fcm,1,1971,27.8382,0.004317
opt-ga,fcm,2,0,0.0000,0.006340
opt-ga,fcm,2,1,0.0696,0.005669
opt-ga,fcm,2,17,0.3123,0.005661
opt-ga,fcm,2,67,1.0437,0.005574
opt-ga,fcm,2,91,1.3918,0.005513
opt-ga,fcm,2,138,2.0720,0.005246
opt-ga,fcm,2,367,5.7808,0.005093
opt-ga,fcm,2,494,7.7754,0.004973
opt-ga,fcm,2,598,9.4328,0.004954
opt-ga,fcm,2,666,10.5007,0.004945
opt-ga,fcm,2,733,11.5513,0.004925
opt-ga,fcm,2,786,12.3604,0.004907
opt-ga,fcm,2,890,13.9767,0.004890
opt-ga,fcm,2,916,14.3665,0.004780
opt-ga,fcm,2,960,15.0487,0.004779
opt-ga,fcm,2,990,15.6817,0.004773
opt-ga,fcm,2,1032,16.3380,0.004770
opt-ga,fcm,2,1189,18.7374,0.004750
opt-ga,fcm,2,1209,19.0383,0.004737
opt-ga,fcm,2,1210,19.0538,0.004722
opt-ga,fcm,2,1285,20.2032,0.004689
opt-ga,fcm,2,1358,21.3064,0.004641
opt-ga,fcm,2,1454,22.7821,0.004617
opt-ga,fcm,2,1556,24.5596,0.004530
opt-ga,fcm,2,1634,25.7572,0.004529
opt-ga,fcm,2,1672,26.4694,0.004528
opt-ga,fcm,2,1743,27.5513,0.004523
opt-ga,fcm,2,1842,29.0706,0.004512
opt-ga,fcm,2,1921,30.2589,0.004490
opt-ga,fcm,3,0,0.0000,0.006088
opt-ga,fcm,3,4,0.1141,0.005722
opt-ga,fcm,3,23,0.4224,0.005496
opt-ga,fcm,3,152,2.4940,0.005474
opt-ga,fcm,3,186,2.9936,0.005469
opt-ga,fcm,3,291,4.5141,0.005438
opt-ga,fcm,3,307,4.7472,0.005428
opt-ga,fcm,3,332,5.1055,0.005416
opt-ga,fcm,3,334,5.1343,0.005383
opt-ga,fcm,3,356,5.4731,0.005382
opt-ga,fcm,3,374,5.7992,0.005354
opt-ga,fcm,3,394,6.1020,0.005303
opt-ga,fcm,3,429,6.6342,0.005299
opt-ga,fcm,3,431,6.6658,0.005289
opt-ga,fcm,3,484,7.4328,0.005282
opt-ga,fcm,3,494,7.6076,0.005227
opt-ga,fcm,3,663,10.0851,0.005194
opt-ga,fcm,3,672,10.2175,0.005193
opt-ga,fcm,3,764,11.5791,0.005177
opt-ga,fcm,3,825,12.4651,0.005161
opt-ga,fcm,3,844,12.8264,0.005127
opt-ga,fcm,3,855,12.9882,0.005083
opt-ga,fcm,3,1031,15.3184,0.005082
opt-ga,fcm,3,1038,15.4095,0.005081
opt-ga,fcm,3,1045,15.5011,0.004983
opt-ga,fcm,3,1084,16.0302,0.004885
opt-ga,fcm,3,1142,16.8230,0.004879
opt-ga,fcm,3,1225,18.0563,0.004863
opt-ga,fcm,3,1260,18.5322,0.004859
opt-ga,fcm,3,1262,18.5624,0.004852
opt-ga,fcm,3,1283,18.8412,0.004818
opt-ga,fcm,3,1368,20.0354,0.004749
opt-ga,fcm,3,1493,21.7693,0.004691
opt-ga,fcm,3,1609,23.3976,0.004677
opt-ga,fcm,3,1624,23.6024,0.004643
opt-ga,fcm,3,1751,25.3028,0.004617
opt-ga,fcm,3,1795,25.9081,0.004584
opt-ga,fcm,3,1922,27.6378,0.004558
opt-ga,fcm,3,1967,28.2795,0.004551
opt-ga,fcm,3,1969,28.3071,0.004516
opt-ga,fcm,4,0,0.0000,0.006669
opt-ga,fcm,4,1,0.0659,0.006125
opt-ga,fcm,4,6,0.1391,0.006074
opt-ga,fcm,4,7,0.1531,0.005989
opt-ga,fcm,4,10,0.1953,0.005593
opt-ga,fcm,4,16,0.2839,0.005505
opt-ga,fcm,4,47,0.7644,0.005363
opt-ga,fcm,4,182,2.7972,0.005218
opt-ga,fcm,4,281,4.2537,0.005197
opt-ga,fcm,4,349,5.2279,0.005193
opt-ga,fcm,4,369,5.5068,0.005188
opt-ga,fcm,4,428,6.3386,0.005163
opt-ga,fcm,4,431,6.3811,0.005132
opt-ga,fcm,4,470,6.9433,0.005060
opt-ga,fcm,4,611,8.9099,0.005033
opt-ga,fcm,4,614,8.9528,0.005032
opt-ga,fcm,4,617,8.9943,0.005028
opt-ga,fcm,4,648,9.4179,0.005024
opt-ga,fcm,4,728,10.6618,0.004985
opt-ga,fcm,4,735,10.7579,0.004935
opt-ga,fcm,4,848,12.4013,0.004913
opt-ga,fcm,4,851,12.4464,0.004907
opt-ga,fcm,4,856,12.5244,0.004890
opt-ga,fcm,4,979,14.3088,0.004868
opt-ga,fcm,4,994,14.5217,0.004867
opt-ga,fcm,4,1013,14.8147,0.004828
opt-ga,fcm,4,1114,16.3436,0.004791
opt-ga,fcm,4,1244,18.2909,0.004757
opt-ga,fcm,4,1256,18.4644,0.004719
opt-ga,fcm,4,1345,19.7272,0.004716
opt-ga,fcm,4,1350,19.8091,0.004700
opt-ga,fcm,4,1476,21.6253,0.004669
opt-ga,fcm,4,1554,22.7600,0.004628
opt-ga,fcm,4,1628,23.8343,0.004610
opt-ga,fcm,4,1718,25.1233,0.004540
opt-ga,fcm,5,0,0.0000,0.006009
opt-ga,fcm,5,1,0.0592,0.005702
opt-ga,fcm,5,3,0.0875,0.005695
opt-ga,fcm,5,11,0.1941,0.005662
opt-ga,fcm,5,34,0.5081,0.005553
opt-ga,fcm,5,84,1.1838,0.005254
opt-ga,fcm,5,437,6.1133,0.005246
opt-ga,fcm,5,440,6.1531,0.005174
opt-ga,fcm,5,537,7.5580,0.005128
opt-ga,fcm,5,757,10.6103,0.005120
opt-ga,fcm,5,768,10.7773,0.005096
opt-ga,fcm,5,849,11.9069,0.005076
opt-ga,fcm,5,922,12.9237,0.005060
opt-ga,fcm,5,1055,14.7379,0.005029
opt-ga,fcm,5,1116,15.5597,0.005020
opt-ga,fcm,5,1207,16.8901,0.005014
opt-ga,fcm,5,1291,18.0524,0.005006
opt-ga,fcm,5,1299,18.1627,0.005004
opt-ga,fcm,5,1367,19.1259,0.005003
opt-ga,fcm,5,1383,19.3538,0.004967
opt-ga,fcm,5,1514,21.1796,0.004958
opt-ga,fcm,5,1546,21.6449,0.004952
opt-ga,fcm,5,1597,22.3429,0.004951
opt-ga,fcm,5,1615,22.5901,0.004950
opt-ga,fcm,5,1649,23.0427,0.004931
opt-ga,fcm,5,1694,23.7842,0.004923
opt-ga,fcm,5,1720,24.1556,0.004921
opt-ga,fcm,5,1739,24.4202,0.004905
opt-ga,fcm,5,1750,24.5693,0.004850
opt-ga,fcm,5,1770,24.8565,0.004830
opt-ga,fcm,6,0,0.0000,0.008529
opt-ga,fcm,6,1,0.0626,0.006399
opt-ga,fcm,6,2,0.0778,0.006269
opt-ga,fcm,6,4,0.1084,0.006248
opt-ga,fcm,6,8,0.1652,0.006030
opt-ga,fcm,6,16,0.2798,0.005949
opt-ga,fcm,6,21,0.3520,0.005715
opt-ga,fcm,6,45,0.7002,0.005700
opt-ga,fcm,6,66,0.9851,0.005668
opt-ga,fcm,6,127,1.8650,0.005586
opt-ga,fcm,6,173,2.5318,0.005574
opt-ga,fcm,6,253,3.6282,0.005540
opt-ga,fcm,6,285,4.0675,0.005538
opt-ga,fcm,6,303,4.3061,0.005442
opt-ga,fcm,6,353,4.9930,0.005339
opt-ga,fcm,6,481,6.8216,0.005282
opt-ga,fcm,6,613,8.6878,0.005256
opt-ga,fcm,6,715,10.2047,0.005242
opt-ga,fcm,6,725,10.3460,0.005107
opt-ga,fcm,6,789,11.2705,0.005097
opt-ga,fcm,6,866,12.3904,0.005094
opt-ga,fcm,6,881,12.6134,0.005054
opt-ga,fcm,6,905,12.9404,0.004963
opt-ga,fcm,6,945,13.5074,0.004919
opt-ga,fcm,6,1055,15.1301,0.004879
opt-ga,fcm,6,1078,15.5274,0.004827
opt-ga,fcm,6,1138,16.5151,0.004773
opt-ga,fcm,6,1212,17.8202,0.004764
opt-ga,fcm,6,1260,18.6033,0.004709
opt-ga,fcm,6,1281,18.9224,0.004678
opt-ga,fcm,6,1426,21.2733,0.004600
opt-ga,fcm,6,1579,23.5561,0.004577
opt-ga,fcm,6,1601,23.8674,0.004479
opt-ga,fcm,6,1698,25.2217,0.004441
opt-ga,fcm,6,1857,27.5061,0.004429
opt-ga,fcm,6,1861,27.5611,0.004371
opt-ga,fcm,6,1938,28.6170,0.004293
opt-ga,fcm,7,0,0.0000,0.006890
opt-ga,fcm,7,1,0.0605,0.005992
opt-ga,fcm,7,2,0.0748,0.005881
opt-ga,fcm,7,4,0.1023,0.005647
opt-ga,fcm,7,13,0.2209,0.005588
opt-ga,fcm,7,57,0.8417,0.005548
opt-ga,fcm,7,112,1.6515,0.005506
opt-ga,fcm,7,180,2.6028,0.005490
opt-ga,fcm,7,219,3.1475,0.005428
opt-ga,fcm,7,231,3.3201,0.005418
opt-ga,fcm,7,261,3.7348,0.005348
opt-ga,fcm,7,283,4.0620,0.005348
opt-ga,fcm,7,291,4.1722,0.005274
opt-ga,fcm,7,327,4.6832,0.005231
opt-ga,fcm,7,346,4.9767,0.005158
opt-ga,fcm,7,490,7.0403,0.005131
opt-ga,fcm,7,561,8.0701,0.005051
opt-ga,fcm,7,585,8.4024,0.005003
opt-ga,fcm,7,628,8.9917,0.004875
opt-ga,fcm,7,674,9.6108,0.004768
opt-ga,fcm,7,716,10.1710,0.004757
opt-ga,fcm,7,777,11.1070,0.004756
opt-ga,fcm,7,828,11.8036,0.004649
opt-ga,fcm,7,888,12.6486,0.004597
opt-ga,fcm,7,957,13.6409,0.004542
opt-ga,fcm,7,1195,17.2346,0.004525
opt-ga,fcm,7,1267,18.2427,0.004521
opt-ga,fcm,7,1270,18.2855,0.004446
opt-ga,fcm,7,1365,19.7287,0.004424
opt-ga,fcm,7,1374,19.8660,0.004415
opt-ga,fcm,7,1418,20.5212,0.004389
opt-ga,fcm,7,1420,20.5601,0.004379
opt-ga,fcm,7,1544,22.3613,0.004346
opt-ga,fcm,7,1567,22.6767,0.004330
opt-ga,fcm,7,1649,23.9067,0.004325
opt-ga,fcm,7,1650,23.9208,0.004325
opt-ga,fcm,7,1665,24.1446,0.004299
opt-ga,fcm,7,1728,25.1782,0.004254
opt-ga,fcm,7,1828,26.6694,0.004240
opt-ga,fcm,7,1846,26.9300,0.004216
opt-ga,fcm,7,1986,28.9363,0.004214
opt-ga,fcm,7,1992,29.0189,0.004194
opt-ga,fcm,8,0,0.0000,0.006381
opt-ga,fcm,8,1,0.0621,0.005884
opt-ga,fcm,8,14,0.2517,0.005811
opt-ga,fcm,8,123,1.8591,0.005773
opt-ga,fcm,8,134,2.0207,0.005707
opt-ga,fcm,8,293,4.3593,0.005705
opt-ga,fcm,8,300,4.4526,0.005695
opt-ga,fcm,8,324,4.7986,0.005658
opt-ga,fcm,8,342,5.0707,0.005556
opt-ga,fcm,8,357,5.2840,0.005545
opt-ga,fcm,8,383,5.8236,0.005514
opt-ga,fcm,8,440,6.6305,0.005453
opt-ga,fcm,8,564,8.4484,0.005357
opt-ga,fcm,8,655,9.7737,0.005303
opt-ga,fcm,8,756,11.1643,0.005220
opt-ga,fcm,8,889,13.0206,0.005075
opt-ga,fcm,8,1173,16.9508,0.005073
opt-ga,fcm,8,1201,17.3392,0.005043
opt-ga,fcm,8,1250,18.0315,0.005008
opt-ga,fcm,8,1307,18.8838,0.004970
opt-ga,fcm,8,1371,19.8176,0.004960
opt-ga,fcm,8,1400,20.2376,0.004920
opt-ga,fcm,8,1483,21.4573,0.004914
opt-ga,fcm,8,1491,21.5702,0.004899
opt-ga,fcm,8,1516,21.9207,0.004897
opt-ga,fcm,8,1530,22.1275,0.004891
opt-ga,fcm,8,1564,22.6124,0.004888
opt-ga,fcm,8,1600,23.1321,0.004872
opt-ga,fcm,8,1690,24.4760,0.004824
opt-ga,fcm,8,1762,25.5123,0.004781
opt-ga,fcm,8,1785,25.8457,0.004776
opt-ga,fcm,8,1840,26.6121,0.004774
opt-ga,fcm,8,1868,26.9953,0.004720
opt-ga,fcm,8,1967,28.4258,0.004717
opt-ga,fcm,8,1979,28.6023,0.004666
opt-ga,fcm,9,0,0.0000,0.007663
opt-ga,fcm,9,1,0.0623,0.006271
opt-ga,fcm,9,4,0.1086,0.006040
opt-ga,fcm,9,11,0.2205,0.006019
opt-ga,fcm,9,24,0.4238,0.005457
opt-ga,fcm,9,127,2.1334,0.005428
opt-ga,fcm,9,160,2.6277,0.005239
opt-ga,fcm,9,462,7.0292,0.005165
opt-ga,fcm,9,587,8.8307,0.005119
opt-ga,fcm,9,642,9.5959,0.004967
opt-ga,fcm,9,753,11.1948,0.004944
opt-ga,fcm,9,926,13.7652,0.004872
opt-ga,fcm,9,978,14.5870,0.004860
opt-ga,fcm,9,1018,15.2155,0.004834
opt-ga,fcm,9,1130,17.0766,0.004780
opt-ga,fcm,9,1219,18.5067,0.004733
opt-ga,fcm,9,1386,21.1120,0.004729
opt-ga,fcm,9,1431,21.7763,0.004718
opt-ga,fcm,9,1497,22.8206,0.004696
opt-ga,fcm,9,1525,23.2422,0.004669
opt-ga,fcm,9,1634,24.8983,0.004663
opt-ga,fcm,9,1643,25.0303,0.004628
opt-ga,fcm,9,1654,25.1957,0.004618
opt-ga,fcm,9,1685,25.6667,0.004614
opt-ga,fcm,9,1769,27.0475,0.004608
opt-ga,fcm,9,1794,27.4320,0.004571
opt-ga,fcm,9,1801,27.5365,0.004537
opt-ga,fcm,9,1844,28.1856,0.004529
opt-ga,fcm,9,1878,28.7138,0.004525
scipy-lbfgsb,fcm,0,0,0.0000,0.006542
scipy-lbfgsb,fcm,0,2,0.0479,0.006542
scipy-lbfgsb,fcm,0,3,0.0645,0.006542
scipy-lbfgsb,fcm,0,56,0.9067,0.006541
scipy-lbfgsb,fcm,0,63,1.0132,0.006541
scipy-lbfgsb,fcm,0,69,1.1066,0.006540
scipy-lbfgsb,fcm,0,436,6.9778,0.006508
scipy-lbfgsb,fcm,0,437,6.9922,0.006508
scipy-lbfgsb,fcm,0,438,7.0069,0.006507
scipy-lbfgsb,fcm,0,491,7.8378,0.006507
scipy-lbfgsb,fcm,0,498,7.9437,0.006506
scipy-lbfgsb,fcm,0,504,8.0334,0.006506
scipy-lbfgsb,fcm,0,581,9.2629,0.006479
scipy-lbfgsb,fcm,0,582,9.2784,0.006479
scipy-lbfgsb,fcm,0,583,9.2931,0.006478
scipy-lbfgsb,fcm,0,636,10.1050,0.006478
scipy-lbfgsb,fcm,0,643,10.2082,0.006477
scipy-lbfgsb,fcm,0,871,13.9099,0.006473
scipy-lbfgsb,fcm,0,872,13.9253,0.006473
scipy-lbfgsb,fcm,0,873,13.9419,0.006473
scipy-lbfgsb,fcm,0,926,14.8440,0.006472
scipy-lbfgsb,fcm,0,933,14.9556,0.006471
scipy-lbfgsb,fcm,0,1016,16.2983,0.006432
scipy-lbfgsb,fcm,0,1017,16.3164,0.006432
scipy-lbfgsb,fcm,0,1018,16.3327,0.006431
scipy-lbfgsb,fcm,0,1071,17.2739,0.006431
scipy-lbfgsb,fcm,0,1078,17.3888,0.006430
scipy-lbfgsb,fcm,0,1161,18.6966,0.006380
scipy-lbfgsb,fcm,0,1162,18.7133,0.006380
scipy-lbfgsb,fcm,0,1163,18.7291,0.006380
scipy-lbfgsb,fcm,0,1216,19.5970,0.006379
scipy-lbfgsb,fcm,0,1223,19.7129,0.006379
scipy-lbfgsb,fcm,0,1513,24.3568,0.006378
scipy-lbfgsb,fcm,0,1596,25.6367,0.006378
scipy-lbfgsb,fcm,0,1597,25.6517,0.006378
scipy-lbfgsb,fcm,0,1598,25.6678,0.006377
scipy-lbfgsb,fcm,0,1651,26.4527,0.006377
scipy-lbfgsb,fcm,0,1658,26.5539,0.006376
scipy-lbfgsb,fcm,0,1741,27.7948,0.006363
scipy-lbfgsb,fcm,0,1742,27.8102,0.006363
scipy-lbfgsb,fcm,0,1743,27.8253,0.006362
scipy-lbfgsb,fcm,0,1796,28.5996,0.006362
scipy-lbfgsb,fcm,0,1803,28.7180,0.006361
scipy-lbfgsb,fcm,1,0,0.0000,0.006131
scipy-lbfgsb,fcm,1,2,0.0465,0.006131
scipy-lbfgsb,fcm,1,9,0.1453,0.006130
scipy-lbfgsb,fcm,1,22,0.3193,0.006130
scipy-lbfgsb,fcm,1,23,0.3332,0.006129
scipy-lbfgsb,fcm,1,144,2.0676,0.005554
scipy-lbfgsb,fcm,1,145,2.0840,0.005554
scipy-lbfgsb,fcm,1,152,2.1875,0.005554
scipy-lbfgsb,fcm,1,153,2.2028,0.005554
scipy-lbfgsb,fcm,1,208,3.0114,0.005553
scipy-lbfgsb,fcm,1,430,6.3925,0.005416
scipy-lbfgsb,fcm,1,431,6.4079,0.005416
scipy-lbfgsb,fcm,1,438,6.5149,0.005416
scipy-lbfgsb,fcm,1,439,6.5317,0.005416
scipy-lbfgsb,fcm,1,494,7.3860,0.005415
scipy-lbfgsb,fcm,1,716,10.8750,0.005386
scipy-lbfgsb,fcm,1,717,10.8916,0.005386
scipy-lbfgsb,fcm,1,724,10.9994,0.005386
scipy-lbfgsb,fcm,1,725,11.0154,0.005386
scipy-lbfgsb,fcm,1,780,11.8641,0.005386
scipy-lbfgsb,fcm,1,1002,15.5220,0.005228
scipy-lbfgsb,fcm,1,1003,15.5393,0.005228
scipy-lbfgsb,fcm,1,1010,15.6513,0.005228
scipy-lbfgsb,fcm,1,1011,15.6665,0.005228
scipy-lbfgsb,fcm,1,1016,15.7601,0.005228
scipy-lbfgsb,fcm,1,1095,16.9690,0.005228
scipy-lbfgsb,fcm,1,1574,24.6377,0.005213
scipy-lbfgsb,fcm,1,1575,24.6524,0.005212
scipy-lbfgsb,fcm,1,1582,24.7607,0.005212
scipy-lbfgsb,fcm,1,1583,24.7757,0.005212
scipy-lbfgsb,fcm,1,1588,24.8511,0.005212
scipy-lbfgsb,fcm,1,1638,25.5956,0.005212
scipy-lbfgsb,fcm,1,1667,26.0326,0.005212
scipy-lbfgsb,fcm,2,0,0.0000,0.006340
scipy-lbfgsb,fcm,2,3,0.0647,0.006340
scipy-lbfgsb,fcm,2,75,1.2506,0.006339
scipy-lbfgsb,fcm,2,291,4.7189,0.006296
scipy-lbfgsb,fcm,2,293,4.7530,0.006295
scipy-lbfgsb,fcm,2,581,9.3647,0.006275
scipy-lbfgsb,fcm,2,583,9.3961,0.006273
scipy-lbfgsb,fcm,2,726,11.6455,0.006114
scipy-lbfgsb,fcm,2,728,11.6750,0.006111
scipy-lbfgsb,fcm,2,1161,18.1864,0.006106
scipy-lbfgsb,fcm,2,1163,18.2176,0.006103
scipy-lbfgsb,fcm,2,1451,22.5856,0.006103
scipy-lbfgsb,fcm,2,1453,22.6143,0.006100
scipy-lbfgsb,fcm,2,1743,26.8414,0.006098
scipy-lbfgsb,fcm,3,0,0.0000,0.006088
scipy-lbfgsb,fcm,3,3,0.0627,0.006087
scipy-lbfgsb,fcm,3,7,0.1207,0.006087
scipy-lbfgsb,fcm,3,42,0.6403,0.006087
scipy-lbfgsb,fcm,3,56,0.8544,0.006087
scipy-lbfgsb,fcm,3,63,0.9661,0.006086
scipy-lbfgsb,fcm,3,486,7.8097,0.006085
scipy-lbfgsb,fcm,3,565,9.0281,0.006080
scipy-lbfgsb,fcm,3,567,9.0591,0.006080
scipy-lbfgsb,fcm,3,571,9.1231,0.006080
scipy-lbfgsb,fcm,3,606,9.6903,0.006080
scipy-lbfgsb,fcm,3,620,9.9150,0.006080
scipy-lbfgsb,fcm,3,627,10.0235,0.006078
scipy-lbfgsb,fcm,3,706,11.2464,0.006055
scipy-lbfgsb,fcm,3,708,11.2766,0.006054
scipy-lbfgsb,fcm,3,712,11.3381,0.006054
scipy-lbfgsb,fcm,3,747,11.8659,0.006054
scipy-lbfgsb,fcm,3,761,12.0787,0.006054
scipy-lbfgsb,fcm,3,768,12.1858,0.006053
scipy-lbfgsb,fcm,3,1050,16.4006,0.006052
scipy-lbfgsb,fcm,3,1129,17.5600,0.006051
scipy-lbfgsb,fcm,3,1131,17.5901,0.006051
scipy-lbfgsb,fcm,3,1135,17.6494,0.006051
scipy-lbfgsb,fcm,3,1170,18.1630,0.006051
scipy-lbfgsb,fcm,3,1184,18.3667,0.006051
scipy-lbfgsb,fcm,3,1191,18.4674,0.006050
scipy-lbfgsb,fcm,3,1270,19.6281,0.006045
scipy-lbfgsb,fcm,3,1272,19.6578,0.006045
scipy-lbfgsb,fcm,3,1276,19.7147,0.006045
scipy-lbfgsb,fcm,3,1311,20.2468,0.006045
scipy-lbfgsb,fcm,3,1325,20.4812,0.006045
scipy-lbfgsb,fcm,3,1344,20.7654,0.006045
scipy-lbfgsb,fcm,3,1390,21.4649,0.006044
scipy-lbfgsb,fcm,4,0,0.0000,0.006669
scipy-lbfgsb,fcm,4,2,0.0483,0.006669
scipy-lbfgsb,fcm,4,8,0.1362,0.006669
scipy-lbfgsb,fcm,4,9,0.1504,0.006669
scipy-lbfgsb,fcm,4,10,0.1651,0.006669
scipy-lbfgsb,fcm,4,16,0.2556,0.006669
scipy-lbfgsb,fcm,4,19,0.2998,0.006664
scipy-lbfgsb,fcm,4,146,2.2656,0.005312
scipy-lbfgsb,fcm,4,147,2.2808,0.005312
scipy-lbfgsb,fcm,4,153,2.3723,0.005312
scipy-lbfgsb,fcm,4,161,2.4926,0.005312
scipy-lbfgsb,fcm,4,168,2.6003,0.005312
scipy-lbfgsb,fcm,4,174,2.6879,0.005312
scipy-lbfgsb,fcm,4,204,3.1312,0.005312
scipy-lbfgsb,fcm,4,210,3.2206,0.005312
scipy-lbfgsb,fcm,4,212,3.2502,0.005311
scipy-lbfgsb,fcm,4,436,6.6734,0.005238
scipy-lbfgsb,fcm,4,437,6.6908,0.005238
scipy-lbfgsb,fcm,4,443,6.7881,0.005238
scipy-lbfgsb,fcm,4,451,6.9198,0.005238
scipy-lbfgsb,fcm,4,458,7.0330,0.005238
scipy-lbfgsb,fcm,4,494,7.6206,0.005238
scipy-lbfgsb,fcm,4,500,7.7201,0.005238
scipy-lbfgsb,fcm,4,581,9.0357,0.005120
scipy-lbfgsb,fcm,4,582,9.0509,0.005120
scipy-lbfgsb,fcm,4,588,9.1477,0.005120
scipy-lbfgsb,fcm,4,596,9.2797,0.005120
scipy-lbfgsb,fcm,4,603,9.3923,0.005120
scipy-lbfgsb,fcm,4,639,9.9664,0.005120
scipy-lbfgsb,fcm,4,871,13.5807,0.005056
scipy-lbfgsb,fcm,4,872,13.5965,0.005056
scipy-lbfgsb,fcm,4,878,13.6911,0.005056
scipy-lbfgsb,fcm,4,886,13.8181,0.005056
scipy-lbfgsb,fcm,4,893,13.9277,0.005056
scipy-lbfgsb,fcm,4,929,14.4611,0.005056
scipy-lbfgsb,fcm,4,1016,15.8060,0.004890
scipy-lbfgsb,fcm,4,1017,15.8210,0.004890
scipy-lbfgsb,fcm,4,1023,15.9173,0.004890
scipy-lbfgsb,fcm,4,1031,16.0440,0.004890
scipy-lbfgsb,fcm,4,1067,16.5929,0.004890
scipy-lbfgsb,fcm,4,1074,16.7082,0.004890
scipy-lbfgsb,fcm,4,1104,17.3362,0.004890
scipy-lbfgsb,fcm,4,1306,20.8656,0.004851
scipy-lbfgsb,fcm,4,1307,20.8827,0.004851
scipy-lbfgsb,fcm,4,1313,20.9832,0.004851
scipy-lbfgsb,fcm,4,1321,21.1171,0.004851
scipy-lbfgsb,fcm,4,1357,21.7241,0.004851
scipy-lbfgsb,fcm,4,1596,25.8085,0.004842
scipy-lbfgsb,fcm,4,1597,25.8276,0.004842
scipy-lbfgsb,fcm,4,1603,25.9358,0.004842
scipy-lbfgsb,fcm,4,1611,26.0752,0.004842
scipy-lbfgsb,fcm,4,1647,26.7171,0.004842
scipy-lbfgsb,fcm,4,1886,30.7747,0.004837
scipy-lbfgsb,fcm,4,1887,30.7919,0.004837
scipy-lbfgsb,fcm,4,1893,30.8913,0.004837
scipy-lbfgsb,fcm,4,1901,31.0235,0.004837
scipy-lbfgsb,fcm,4,1937,31.6303,0.004837
scipy-lbfgsb,fcm,5,0,0.0000,0.006009
scipy-lbfgsb,fcm,5,2,0.0518,0.006009
scipy-lbfgsb,fcm,5,8,0.1489,0.006009
scipy-lbfgsb,fcm,5,17,0.3031,0.006007
scipy-lbfgsb,fcm,5,142,2.3660,0.005550
scipy-lbfgsb,fcm,5,143,2.3833,0.005550
